row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,5.215.640.258.571,4.268.963.506.238,,,5215640258571.0,4268963506238.0
220,220,220,I. Tài sản cố định,,264.364.436.351,279.697.217.168,,,264364436351.0,279697217168.0
221,221,221,1. Tài sản cố định hữu hình,12,263.765.376.350,279.643.317.168,,12.0,263765376350.0,279643317168.0
222,222,222,Nguyên giá,,344.631.427.264,344.476.427.264,,,344631427264.0,344476427264.0
223,223,223,Giá trị hao mòn lũy kế,,(80.866.050.914),(64.833.110.096),,,-80866050914.0,-64833110096.0
227,227,227,2. Tài sản cố định vô hình,,599.060.001,53.900.000,,,599060001.0,53900000.0
228,228,228,Nguyên giá,,1.391.017.500,775.017.500,,,1391017500.0,775017500.0
229,229,229,Giá trị hao mòn lũy kế,,(791.957.499),(721.117.500),,,-791957499.0,-721117500.0
230,230,230,II. Bất động sản đầu tư,13,328.421.662.975,342.093.144.213,,13.0,328421662975.0,342093144213.0
231,231,231,1. Nguyên giá,,450.108.306.366,442.570.373.959,,,450108306366.0,442570373959.0
232,232,232,2. Giá trị hao mòn lũy kế,,(121.686.643.391),(100.477.229.746),,,-121686643391.0,-100477229746.0
240,240,240,III. Tài sản dở dang dài hạn,15,46.402.685.743,31.270.599.322,,15.0,46402685743.0,31270599322.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,46.402.685.743,31.270.599.322,,,46402685743.0,31270599322.0
250,250,250,V. Đầu tư tài chính dài hạn,16,4.575.721.808.679,3.614.121.308.129,,16.0,4575721808679.0,3614121308129.0
251,251,251,1. Đầu tư vào công ty con,16.1,4.580.849.857.526,3.619.670.288.129,,161.0,4580849857526.0,3619670288129.0
252,252,252,2. Đầu tư vào công ty liên kết,16.2,130.000.000,130.000.000,,162.0,130000000.0,130000000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,16,(9.258.048.847),(11.358.980.000),,16.0,-9258048847.0,-11358980000.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,16.3,4.000.000.000,5.680.000.000,,163.0,4000000000.0,5680000000.0
260,260,260,VI. Tài sản dài hạn khác,,729.664.823,1.781.237.406,,,729664823.0,1781237406.0
261,261,261,1. Chi phí trả trước dài hạn,,729.664.823,1.771.237.406,,,729664823.0,1771237406.0
268,268,268,2. Tài sản dài hạn khác,,-,10.000.000,,,,10000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,6.698.404.987.325,5.762.055.668.266,,,6698404987325.0,5762055668266.0
