row_label_raw,row_label_full,Cổ tức đã công bố trong năm,Năm nay > Cổ tức đã công bố trong năm,Đơn vị tính: VND > Năm trước > Cổ tức đã công bố trong năm,numeric__Năm nay > Cổ tức đã công bố trong năm,numeric__Đơn vị tính: VND > Năm trước > Cổ tức đã công bố trong năm
Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),510.212.308.000,355.941.192.000,510212308000.0,355941192000.0
Cổ tức trả bằng cổ phiếu cho năm,Cổ tức trả bằng cổ phiếu cho năm,Cổ tức trả bằng cổ phiếu cho năm,,,,
2019: 35.593.729 cổ,2019: 35.593.729 cổ,2019: 35.593.729 cổ,,,,
phiếu/118.681.289 cổ phiếu hiện hữu,phiếu/118.681.289 cổ phiếu hiện hữu,phiếu/118.681.289 cổ phiếu hiện hữu,,,,
(2018: 23.729.253 cổ phiếu/94.952.036,(2018: 23.729.253 cổ phiếu/94.952.036,(2018: 23.729.253 cổ phiếu/94.952.036,,,,
cổ phiếu hiện hữu),(2018: 23.729.253 cổ phiếu/94.952.036 > cổ phiếu hiện hữu),cổ phiếu hiện hữu),355.937.290.000,237.292.530.000,355937290000.0,237292530000.0
Tạm ứng cổ tức bằng tiền mặt,(2018: 23.729.253 cổ phiếu/94.952.036 > Tạm ứng cổ tức bằng tiền mặt,Tạm ứng cổ tức bằng tiền mặt,154.275.018.000,118.648.662.000,154275018000.0,118648662000.0
Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,-,-,,
