row_label_raw,row_label_full,col_0,Kinh doanhbất động sản,Kinh doanhdịch vụ môi giới,"Kinh doanh cho thuê BĐS,dịch vụ quản lý BĐS vàhoạt động liên quan khác",Tổng,numeric__Kinh doanhbất động sản,numeric__Kinh doanhdịch vụ môi giới,"numeric__Kinh doanh cho thuê BĐS,dịch vụ quản lý BĐS vàhoạt động liên quan khác",numeric__Tổng
DOANH THUTổng doanh thu,DOANH THUTổng doanh thu,DOANH THUTổng doanh thu,1.057.292.365.781,-,153.079.444.837,1.210.374.810.618,1057292365781.0,,153079444837.0,1210374810618.0
Doanh thu,Doanh thu,Doanh thu,1.057.292.365.781,-,153.079.444.837,1.210.374.810.618,1057292365781.0,,153079444837.0,1210374810618.0
KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,,,,
Kết quả bộ phậnThu nhập/chi phí không phân bổLợi nhuận thuần trước thuếThuế thu nhập doanh nghiệp,KẾT QUẢ HOẠT ĐỘNG > Kết quả bộ phậnThu nhập/chi phí không phân bổLợi nhuận thuần trước thuếThuế thu nhập doanh nghiệp,Kết quả bộ phậnThu nhập/chi phí không phân bổLợi nhuận thuần trước thuếThuế thu nhập doanh nghiệp,229.624.899.191,-,23.517.268.910,253.142.168.101(277.404.020.351)(24.261.852.250)(45.723.135.035),229624899191.0,,23517268910.0,
Lợi nhuận trong năm,KẾT QUẢ HOẠT ĐỘNG > Lợi nhuận trong năm,Lợi nhuận trong năm,,,,(69.984.987.285),,,,-69984987285.0
