row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021(Trình bày lại)VND,numeric__Năm 2022VND,numeric__Năm 2021(Trình bày lại)VND
Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp của Công ty mẹ,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp của Công ty mẹ,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp của Công ty mẹ,(60.410.352.775),249.918.687.400,-60410352775.0,249918687400.0
Số trích quỹ khen thưởng phúc lợi,Số trích quỹ khen thưởng phúc lợi,Số trích quỹ khen thưởng phúc lợi,-,(19.346.109.027),,-19346109027.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu,Lợi nhuận để tính lãi cơ bản trên cổ phiếu,Lợi nhuận để tính lãi cơ bản trên cổ phiếu,(60.410.352.775),230.572.578.373,-60410352775.0,230572578373.0
Cổ phiếu phổ thông bình quân để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),Cổ phiếu phổ thông bình quân để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),Cổ phiếu phổ thông bình quân để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),304.168.581,304.168.581,304168581.0,304168581.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(199),758,-199.0,758.0
