row_label_raw,row_label_full,col_0,31/12/2022 > Giá gốc,31/12/2022 > Giá trị ghi số,01/01/2022 > Giá gốc,01/01/2022 > Giá trị ghi số,numeric__31/12/2022 > Giá gốc,numeric__31/12/2022 > Giá trị ghi số,numeric__01/01/2022 > Giá gốc,numeric__01/01/2022 > Giá trị ghi số
Ngắn hạn,Ngắn hạn,Ngắn hạn,20.613.032.005,20.613.032.005,330.149.184.546,330.149.184.546,20613032005.0,20613032005.0,330149184546.0,330149184546.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,20.613.032.005,20.613.032.005,330.149.184.546,330.149.184.546,20613032005.0,20613032005.0,330149184546.0,330149184546.0
Tổng,Tổng,Tổng,20.613.032.005,20.613.032.005,330.149.184.546,330.149.184.546,20613032005.0,20613032005.0,330149184546.0,330149184546.0
