row_label_raw,row_label_full,col_0,Kinh doanhbát động sản,Kinh doanhdịch vụ môi giới,"Kinh doanh cho thuê BĐS,dịch vụ quản lý BĐS vàhoạt động liên quan khác",Tổng,numeric__Kinh doanhbát động sản,numeric__Kinh doanhdịch vụ môi giới,"numeric__Kinh doanh cho thuê BĐS,dịch vụ quản lý BĐS vàhoạt động liên quan khác",numeric__Tổng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản bộ phận,TÀI SẢN > Tài sản bộ phận,Tài sản bộ phận,4.384.910.097.208,-,2.219.656.494.935,6.604.566.592.143,4384910097208.0,,2219656494935.0,6604566592143.0
Tài sản không thể phân bổ,TÀI SẢN > Tài sản không thể phân bổ,Tài sản không thể phân bổ,,,,2.862.390.949.136,,,,2862390949136.0
Tổng tài sản,TÀI SẢN > Tổng tài sản,Tổng tài sản,,,,9.466.957.541.279,,,,9466957541279.0
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,
Các khoản phải trả,NỘ PHẢI TRẢ > Các khoản phải trả,Các khoản phải trả,1.459.889.986.750,,102.058.653.810,1.561.948.640.560,1459889986750.0,,102058653810.0,1561948640560.0
Nợ phải trả không thể phân bổ,NỘ PHẢI TRẢ > Nợ phải trả không thể phân bổ,Nợ phải trả không thể phân bổ,,,,4.447.413.364.426,,,,4447413364426.0
Tổng nợ phải trả,NỘ PHẢI TRẢ > Tổng nợ phải trả,Tổng nợ phải trả,,,,6.009.362.004.986,,,,6009362004986.0
