row_label_raw,row_label_full,col_0,Năm 2021(trình bày lại),Năm 2021(đã trình bày),Chênh lệch,numeric__Năm 2021(trình bày lại),numeric__Năm 2021(đã trình bày),numeric__Chênh lệch
Lợi nhuận sau thuế Thu nhập doanh nghiệp (VND),Lợi nhuận sau thuế Thu nhập doanh nghiệp (VND),Lợi nhuận sau thuế Thu nhập doanh nghiệp (VND),249.918.687.400,249.918.687.400,-,249918687400.0,249918687400.0,
"Số trích quỹ khen thưởng, phúc lợi, thưởng cán bộ quản","Số trích quỹ khen thưởng, phúc lợi, thưởng cán bộ quản","Số trích quỹ khen thưởng, phúc lợi, thưởng cán bộ quản",(6.704.695.108),(19.346.109.027),12.641.413.919,-6704695108.0,-19346109027.0,12641413919.0
Lợi nhuận đề tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận đề tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận đề tính lãi cơ bản trên cổ phiếu (VND),243.213.992.292,230.572.578.373,-12.641.413.919,243213992292.0,230572578373.0,-12641413919.0
Số cổ phiếu lưu hành bình quân trong kỳ (cổ phiếu),Số cổ phiếu lưu hành bình quân trong kỳ (cổ phiếu),Số cổ phiếu lưu hành bình quân trong kỳ (cổ phiếu),304.168.581,304.168.581,-,304168581.0,304168581.0,
Lãi cơ bản trên cổ phiếu (VND/Cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/Cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/Cổ phiếu),800,758,42,800.0,758.0,42.0
