row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu từ cho thuê hoạt động,Thu nhập khác > Thu từ cho thuê hoạt động,Thu từ cho thuê hoạt động,16.984.167.936,16.907.176.821,16984167936.0,16907176821.0
"Tiền được bồi thường, phạt vi phạm hợp đồng","Thu nhập khác > Tiền được bồi thường, phạt vi phạm hợp đồng","Tiền được bồi thường, phạt vi phạm hợp đồng",5.222.139.516,2.914.133.264,5222139516.0,2914133264.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,869.817.688,919.406.870,869817688.0,919406870.0
Tổng,Thu nhập khác > Tổng,Tổng,23.076.125.140,20.740.716.955,23076125140.0,20740716955.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Lãi chậm nộp tiền dự án Lào Cai,Chi phí khác > Lãi chậm nộp tiền dự án Lào Cai,Lãi chậm nộp tiền dự án Lào Cai,5.921.982.093,-,5921982093.0,
Tiền chậm nộp thuế,Chi phí khác > Tiền chậm nộp thuế,Tiền chậm nộp thuế,1.093.752.569,8.138.682.767,1093752569.0,8138682767.0
Phạt thanh lý hợp đồng,Chi phí khác > Phạt thanh lý hợp đồng,Phạt thanh lý hợp đồng,409.090.908,2.106.352.800,409090908.0,2106352800.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,188.157.725,2.338.529.856,188157725.0,2338529856.0
Tổng,Chi phí khác > Tổng,Tổng,7.612.983.295,12.583.565.423,7612983295.0,12583565423.0
Lợi nhuận khác,Chi phí khác > Lợi nhuận khác,Lợi nhuận khác,15.463.141.845,8.157.151.532,15463141845.0,8157151532.0
