row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.003.659.255.031,5.628.959.087.253,,,4003659255031.0,5628959087253.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,402.944.656.545,415.398.335.863,,5.0,402944656545.0,415398335863.0
111,111,111,1. Tiền,,344.147.642.223,353.398.335.863,,,344147642223.0,353398335863.0
112,112,112,2. Các khoản tương đương tiền,,58.797.014.322,62.000.000.000,,,58797014322.0,62000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,198.860.589.235,45.000.000.000,,6.0,198860589235.0,45000000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,198.860.589.235,45.000.000.000,,,198860589235.0,45000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.133.290.472.764,1.340.073.407.261,,,1133290472764.0,1340073407261.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,516.180.592.084,437.138.646.175,,71.0,516180592084.0,437138646175.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,93.727.289.390,202.700.797.176,,72.0,93727289390.0,202700797176.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,25.000.000.000,-,,8.0,25000000000.0,
136,136,136,4. Phải thu ngắn hạn khác,9,528.891.492.554,700.233.963.910,,9.0,528891492554.0,700233963910.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(30.508.901.264),-,,10.0,-30508901264.0,
140,140,140,IV. Hàng tồn kho,11,2.160.187.660.693,3.694.694.293.279,,11.0,2160187660693.0,3694694293279.0
141,141,141,1. Hàng tồn kho,,2.160.187.660.693,3.694.694.293.279,,,2160187660693.0,3694694293279.0
150,150,150,V. Tài sản ngắn hạn khác,,108.375.875.794,133.793.050.850,,,108375875794.0,133793050850.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,17.773.564.403,54.318.319.472,,12.0,17773564403.0,54318319472.0
152,152,152,2. Thuế GTGT được khấu trừ,20,90.602.311.391,58.115.191.742,,20.0,90602311391.0,58115191742.0
153,153,153,3. Thuế và các khoản phải thu Nhà nước khác,,-,21.359.539.636,,,,21359539636.0
