row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm(Trình bày lại),Số đầu năm(Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm(Trình bày lại),numeric__Số đầu năm(Trình bày lại)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Bắt động sản để bánđã hoàn thành,Bắt động sản để bánđã hoàn thành,Bắt động sản để bánđã hoàn thành,1.155.666.513.800,-,203.580.778.207,-,1155666513800.0,,203580778207.0,
Bắt động sản để bánđàng xây dựng,Bắt động sản để bánđàng xây dựng,Bắt động sản để bánđàng xây dựng,994.571.850.813,-,3.490.883.135.218,-,994571850813.0,,3490883135218.0,
Hàng tồn kho khác,Hàng tồn kho khác,Hàng tồn kho khác,9.949.296.080,-,230.379.854,-,9949296080.0,,230379854.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.160.187.660.693,-,3.694.694.293.279,-,2160187660693.0,,3694694293279.0,
