row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,2.825.982.204.344,1.925.156.794.364,,,2825982204344.0,1925156794364.0
210,210,210,I. Các khoản phải thu dài hạn,9,769.794.065.278,60.362.336.276,,9.0,769794065278.0,60362336276.0
216,216,216,1. Phải thu dài hạn khác,,769.794.065.278,60.362.336.276,,,769794065278.0,60362336276.0
220,220,220,II. Tài sản cố định,,123.033.624.678,12.851.209.258,,,123033624678.0,12851209258.0
221,221,221,1. Tài sản cố định hữu hình,14,122.883.812.178,12.851.209.258,,14.0,122883812178.0,12851209258.0
222,222,222,Nguyên giá,,142.350.363.767,22.032.979.682,,,142350363767.0,22032979682.0
223,223,223,Giá trị khấu hao lũy kế,,(19.486.551.589),(9.181.770.424),,,-19486551589.0,-9181770424.0
227,227,227,2. Tài sản cố định vô hình,,149.812.500,-,,,149812500.0,
228,228,228,Nguyên giá,,221.000.000,30.000.000,,,221000000.0,30000000.0
229,229,229,Giá trị hao mòn lũy kế,,(71.187.500),(30.000.000),,,-71187500.0,-30000000.0
230,230,230,III. Bất động sản đầu tư,15,841.009.362.006,717.563.612.579,,15.0,841009362006.0,717563612579.0
231,231,231,1. Nguyên giá,,883.993.479.415,747.477.693.382,,,883993479415.0,747477693382.0
232,232,232,2. Giá trị khấu hao lũy kế,,(42.984.117.409),(29.914.080.803),,,-42984117409.0,-29914080803.0
240,240,240,IV. Tài sản dở dang dài hạn,17,58.867.035.067,243.419.850.028,,17.0,58867035067.0,243419850028.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,58.867.035.067,243.419.850.028,,,58867035067.0,243419850028.0
250,250,250,V. Đầu tư tài chính dài hạn,18,519.122.007.433,558.894.300.677,,18.0,519122007433.0,558894300677.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",18.1,404.042.007.433,432.345.839.369,,181.0,404042007433.0,432345839369.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,115.080.000.000,126.548.461.308,,,115080000000.0,126548461308.0
260,260,260,VI. Tài sản dài hạn khác,,514.156.109.882,332.065.485.546,,,514156109882.0,332065485546.0
261,261,261,1. Chi phí trả trước dài hạn,12,21.353.872.176,1.532.228.448,,12.0,21353872176.0,1532228448.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,33.2,6.652.237.706,533.257.098,,332.0,6652237706.0,533257098.0
268,268,268,3. Tài sản dài hạn khác,13,486.150.000.000,330.000.000.000,,13.0,486150000000.0,330000000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,6.829.641.459.375,7.554.115.881.617,,,6829641459375.0,7554115881617.0
