row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước(Trình bày lại),numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước(Trình bày lại)
Lợi nhuận thuần sau thuế phân bổ cho cổ đôngsở hữu cổ phiếu phổ thông,Lợi nhuận thuần sau thuế phân bổ cho cổ đôngsở hữu cổ phiếu phổ thông,Lợi nhuận thuần sau thuế phân bổ cho cổ đôngsở hữu cổ phiếu phổ thông,446.702.265.689,493.232.341.643,446702265689.0,493232341643.0
Điều chỉnh giảm do trich thủ lao HĐQT (*),Điều chỉnh giảm do trich thủ lao HĐQT (*),Điều chỉnh giảm do trich thủ lao HĐQT (*),(6.936.670.000),(5.400.000.000),-6936670000.0,-5400000000.0
Điều chỉnh giảm do trich quỹ phúc lợi (*),Điều chỉnh giảm do trich quỹ phúc lợi (*),Điều chỉnh giảm do trich quỹ phúc lợi (*),-,(11.941.116.131),,-11941116131.0
Lợi nhuận thuần sau thuế phân bổ cho cổđông sở hữu cổ phiếu phổ thông sau khi đãdiều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổđông sở hữu cổ phiếu phổ thông sau khi đãdiều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổđông sở hữu cổ phiếu phổ thông sau khi đãdiều chỉnh cho các yếu tố suy giảm,439.765.595.689,475.891.225.512,439765595689.0,475891225512.0
Bình quân gia quyền của số cổ phiếu phổ thông(không bao gồm cổ phiếu quỹ) để tính lãi cơbản trên cổ phiếu (**),Bình quân gia quyền của số cổ phiếu phổ thông(không bao gồm cổ phiếu quỹ) để tính lãi cơbản trên cổ phiếu (**),Bình quân gia quyền của số cổ phiếu phổ thông(không bao gồm cổ phiếu quỹ) để tính lãi cơbản trên cổ phiếu (**),199.996.305,199.996.305,199996305.0,199996305.0
"Bình quân gia quyền của số cổ phiếu phổthông (không bao gồm cổ phiếu quỹ) để tínhläi cơ bản trên cổ phiếu, sau điều chỉnh","Bình quân gia quyền của số cổ phiếu phổthông (không bao gồm cổ phiếu quỹ) để tínhläi cơ bản trên cổ phiếu, sau điều chỉnh","Bình quân gia quyền của số cổ phiếu phổthông (không bao gồm cổ phiếu quỹ) để tínhläi cơ bản trên cổ phiếu, sau điều chỉnh",199.996.305,199.996.305,199996305.0,199996305.0
Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,-,-,,
Bình quân gia quyền của số cổ phiếu phổthông (không bao gồm cổ phiếu quỹ) đã điềuchính cho các yếu tố suy giảm.,Ảnh hưởng suy giảm > Bình quân gia quyền của số cổ phiếu phổthông (không bao gồm cổ phiếu quỹ) đã điềuchính cho các yếu tố suy giảm.,Bình quân gia quyền của số cổ phiếu phổthông (không bao gồm cổ phiếu quỹ) đã điềuchính cho các yếu tố suy giảm.,199.996.305,199.996.305,199996305.0,199996305.0
Lãi cơ bản trên cổ phiếu,Ảnh hưởng suy giảm > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,2.199,2.380,2199.0,2380.0
Lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm > Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,2.199,2.380,2199.0,2380.0
