row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năngtrả nợ,Số đầu năm(Trình bày lại) > Giá trị,Số đầu năm(Trình bày lại) > Số có khả năngtrả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năngtrả nợ,numeric__Số đầu năm(Trình bày lại) > Giá trị,numeric__Số đầu năm(Trình bày lại) > Số có khả năngtrả nợ
Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,391.448.804.599,391.448.804.599,339.172.905.642,339.172.905.642,391448804599.0,391448804599.0,339172905642.0,339172905642.0
- Liên doanh Công ty Cổ phần Thiết bị Xây dựng Sacoform vàCông ty Cổ phần TSQ Techco,- Liên doanh Công ty Cổ phần Thiết bị Xây dựng Sacoform vàCông ty Cổ phần TSQ Techco,- Liên doanh Công ty Cổ phần Thiết bị Xây dựng Sacoform vàCông ty Cổ phần TSQ Techco,24.350.671.310,24.350.671.310,-,-,24350671310.0,24350671310.0,,
- Công ty Cổ phần Xây dựng Số 1 Sông Hồng,- Công ty Cổ phần Xây dựng Số 1 Sông Hồng,- Công ty Cổ phần Xây dựng Số 1 Sông Hồng,23.493.115.910,23.493.115.910,25.039.134.058,25.039.134.058,23493115910.0,23493115910.0,25039134058.0,25039134058.0
- Công ty Cổ phần TSQ Techco,- Công ty Cổ phần TSQ Techco,- Công ty Cổ phần TSQ Techco,14.332.163.010,14.332.163.010,59.705.952.267,59.705.952.267,14332163010.0,14332163010.0,59705952267.0,59705952267.0
- Phải trả đối tượng khác,- Phải trả đối tượng khác,- Phải trả đối tượng khác,329.272.854.369,329.272.854.369,254.427.819.317,254.427.819.317,329272854369.0,329272854369.0,254427819317.0,254427819317.0
Phải trả cho các bên liên quan ngắn hạn (Thuyết minh số 34),Phải trả cho các bên liên quan ngắn hạn (Thuyết minh số 34),Phải trả cho các bên liên quan ngắn hạn (Thuyết minh số 34),12.619.879.723,12.619.879.723,34.889.119.936,34.889.119.936,12619879723.0,12619879723.0,34889119936.0,34889119936.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,404.068.684.322,404.068.684.322,374.062.025.578,374.062.025.578,404068684322.0,404068684322.0,374062025578.0,374062025578.0
