row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm (Trình bày lại),numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm (Trình bày lại)
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả theo hợp đồng ủy thác đầu tư (ii),Dài hạn > Phải trả theo hợp đồng ủy thác đầu tư (ii),Phải trả theo hợp đồng ủy thác đầu tư (ii),202.200.220.000,202.200.220.000,202200220000.0,202200220000.0
Nhận tiền cọc từ hợp đồng cho thuê dài hạn (iii),Dài hạn > Nhận tiền cọc từ hợp đồng cho thuê dài hạn (iii),Nhận tiền cọc từ hợp đồng cho thuê dài hạn (iii),149.275.754.677,-,149275754677.0,
Phải trả theo các hợp đồng hợp tác kinh doanh,Dài hạn > Phải trả theo các hợp đồng hợp tác kinh doanh,Phải trả theo các hợp đồng hợp tác kinh doanh,40.358.600.000,26.545.185.901,40358600000.0,26545185901.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,391.834.574.677,228.745.405.901,391834574677.0,228745405901.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả dài hạn khác,Trong đó: > Phải trả dài hạn khác,Phải trả dài hạn khác,189.634.354.677,26.545.185.901,189634354677.0,26545185901.0
Phải trả dài hạn cho bên liên quan(Thuyết minh số 34),Trong đó: > Phải trả dài hạn cho bên liên quan(Thuyết minh số 34),Phải trả dài hạn cho bên liên quan(Thuyết minh số 34),202.200.220.000,202.200.220.000,202200220000.0,202200220000.0
