row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,3.431.936.907.385,1.921.636.768.416,,271.0,3431936907385.0,1921636768416.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,-,-,,271.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,3.431.936.907.385,1.921.636.768.416,,271.0,3431936907385.0,1921636768416.0
11,11,11,4. Giá vốn hàng bán và cung cấp dịch vụ,28,(2.920.546.951.023),(1.530.902.797.978),,28.0,-2920546951023.0,-1530902797978.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,511.389.956.362,390.733.970.438,,,511389956362.0,390733970438.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,475.946.381.098,246.335.973.066,,272.0,475946381098.0,246335973066.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,29,(130.867.040.443) (114.252.650.136),(13.601.286.404) (11.798.180.202),,29.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,29,(130.867.040.443) (114.252.650.136),(13.601.286.404) (11.798.180.202),,29.0,,
24,24,24,"8. Phàn lải/(lỗ) trong công ty liên doanh, liên kết",18.1,1.004.201.962,(555.051.574),,181.0,1004201962.0,-555051574.0
25,25,25,9. Chi phí bán hàng,30,(84.569.782.163),(16.714.940.116),,30.0,-84569782163.0,-16714940116.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,(144.572.990.269),(52.707.300.948),,30.0,-144572990269.0,-52707300948.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,628.330.726.547,553.491.364.462,,,628330726547.0,553491364462.0
31,31,31,12. Thu nhập khác,31,8.251.284.731,90.671.536.641,,31.0,8251284731.0,90671536641.0
32,32,32,13. Chi phí khác,31,(4.063.341.564),(1.652.774.024),,31.0,-4063341564.0,-1652774024.0
40,40,40,14. Lợi nhuận khác,31,4.187.943.167,89.018.762.617,,31.0,4187943167.0,89018762617.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,632.518.669.714,642.510.127.079,,,632518669714.0,642510127079.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.1,(185.206.531.271),(146.752.466.121),,331.0,-185206531271.0,-146752466121.0
52,52,52,17. Thu nhập/(chl phí) thuế TNDN hoãn lại,33.2,5.655.119.289,(2.529.464.773),,332.0,5655119289.0,-2529464773.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,452.967.257.732,493.228.196.185,,,452967257732.0,493228196185.0
