row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,4.761.714.137.133,6.302.642.116.732,,300.0,,4761714137133.0,6302642116732.0
I.,I.,I.,Nợ ngắn hạn,310,,3.096.935.931.168,2.525.325.658.242,,310.0,,3096935931168.0,2525325658242.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,760.187.117.215,437.540.179.720,,311.0,14.0,760187117215.0,437540179720.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,15,139.370.673.801,83.530.106.522,,312.0,15.0,139370673801.0,83530106522.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,34.084.233.018,15.559.115.869,,313.0,16.0,34084233018.0,15559115869.0
4.,4.,4.,Phải trả người lao động,314,,24.338.060.250,53.668.946.577,,314.0,,24338060250.0,53668946577.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,669.747.338.381,610.284.379.084,,315.0,17.0,669747338381.0,610284379084.0
6.,6.,6.,Phải trả ngắn hạn khác,319,18,231.677.522.985,221.137.473.632,,319.0,18.0,231677522985.0,221137473632.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,19,1.195.945.359.955,1.062.377.986.921,,320.0,19.0,1195945359955.0,1062377986921.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,,41.585.625.563,41.227.469.917,,322.0,,41585625563.0,41227469917.0
II.,II.,II.,Nợ dài hạn,330,,1.664.778.205.965,3.777.316.458.490,,330.0,,1664778205965.0,3777316458490.0
1.,1.,1.,Vay và nợ thuê tài chính dài hạn,338,20,1.508.269.730.041,3.673.878.941.199,,338.0,20.0,1508269730041.0,3673878941199.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,21,156.508.475.924,103.437.517.291,,343.0,21.0,156508475924.0,103437517291.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.268.872.250.899,6.153.522.023.121,,400.0,,6268872250899.0,6153522023121.0
I.,I.,I.,Vốn chủ sở hữu,410,22,6.268.872.250.899,6.153.522.023.121,,410.0,22.0,6268872250899.0,6153522023121.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,,411.0,,5294000000000.0,5294000000000.0
,,,- Cổ phiếu phổ thông có quyền,411a,,5.294.000.000.000,5.294.000.000.000,,,,5294000000000.0,5294000000000.0
2.,2.,2.,Vốn khác của chủ sở hữu,414,,2.499.150.000,-,,414.0,,2499150000.0,
3.,3.,3.,Quỹ đầu tư phát triển,418,,317.733.263.806,238.735.534.003,,418.0,,317733263806.0,238735534003.0
4.,4.,4.,Lợi nhuận sau thuê chưa phân phối,421,,626.042.163.540,594.403.715.402,,421.0,,626042163540.0,594403715402.0
,,,- Lợi nhuận sau thuê chưa phân phối/(Lỗ) lũy kể đến cuối năm trước,421a,,114.025.462.671,98.105.509.479,,,,114025462671.0,98105509479.0
,,,- Lợi nhuận sau thuê chưa phân phối/(Lỗ) năm nay,421b,,512.016.700.869,496.298.205.923,,,,512016700869.0,496298205923.0
5.,5.,5.,Lợi ích của cổ đông không kiểm soát,429,,28.597.673.553,26.382.773.716,,429.0,,28597673553.0,26382773716.0
,,,TỔNG CÔNG NGUỒN VỐN(440=300+400),440,,11.030.586.388.032,12.456.164.139.853,,440.0,,11030586388032.0,12456164139853.0
