row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
Thuế giá trị gia tăng,a. Các khoản phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,89.165.711,-,59.753.279,148.918.990,89165711.0,,59753279.0,148918990.0
Tiền thuê đất,a. Các khoản phải thu > Tiền thuê đất,Tiền thuê đất,397.346.605,-,-,397.346.605,397346605.0,,,397346605.0
,,,486.512.316,-,59.753.279,546.265.595,486512316.0,,59753279.0,546265595.0
b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,,,,
Thuế giá trị gia tăng,b. Các khoản phải trả > Thuế giá trị gia tăng,Thuế giá trị gia tăng,295.061.188,10.500.181.799,10.148.664.570,646.578.417,295061188.0,10500181799.0,10148664570.0,646578417.0
Thuế nhập khẩu,b. Các khoản phải trả > Thuế nhập khẩu,Thuế nhập khẩu,-,15.616.511.788,15.616.511.788,-,,15616511788.0,15616511788.0,
Thuế thu nhập doanh nghiệp,b. Các khoản phải trả > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,11.578.003.176,45.721.096.790,29.470.383.260,27.828.716.706,11578003176.0,45721096790.0,29470383260.0,27828716706.0
Thuế tài nguyên,b. Các khoản phải trả > Thuế tài nguyên,Thuế tài nguyên,133.396.460,2.740.660.320,2.671.711.650,202.345.130,133396460.0,2740660320.0,2671711650.0,202345130.0
Tiền thuê đất,b. Các khoản phải trả > Tiền thuê đất,Tiền thuê đất,-,77.400.525,77.400.525,-,,77400525.0,77400525.0,
Thuế thu nhập cá nhân,b. Các khoản phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.438.402.375,23.479.581.470,21.805.831.647,5.112.152.198,3438402375.0,23479581470.0,21805831647.0,5112152198.0
Thuế khác,b. Các khoản phải trả > Thuế khác,Thuế khác,114.252.670,52.943.179.349,52.762.991.452,294.440.567,114252670.0,52943179349.0,52762991452.0,294440567.0
,,,15.559.115.869,151.078.612.041,132.553.494.892,34.084.233.018,15559115869.0,151078612041.0,132553494892.0,34084233018.0
