row_label_raw,row_label_full,NGUYEN GIA,NGUYEN GIA_1,NGUYEN GIA_2,NGUYEN GIA_3,NGUYEN GIA_4,NGUYEN GIA_5,NGUYEN GIA_6,NGUYEN GIA_7,numeric__NGUYEN GIA_1,numeric__NGUYEN GIA_2,numeric__NGUYEN GIA_3,numeric__NGUYEN GIA_4,numeric__NGUYEN GIA_5,numeric__NGUYEN GIA_6,numeric__NGUYEN GIA_7
S6 du dau nam,S6 du dau nam,S6 du dau nam,3.932.155.530.008,10.357.629.785.930,60.691.803.669,61.947.834.279,58.758.591.244,13.931.183.545.130,,3932155530008.0,10357629785930.0,60691803669.0,61947834279.0,58758591244.0,13931183545130.0,
Tiang Truong nam,Tiang Truong nam,Tiang Truong nam,-,67.658.529.502,9.782.345.966,5.851.325.510,51.375.500,83.343.576.478,,,67658529502.0,9782345966.0,5851325510.0,51375500.0,83343576478.0,
Dai tu xay dning cd,Dai tu xay dning cd,Dai tu xay dning cd,9.104.081.641,26.255.742.518,2.359.166.650,-,560.007.071,38.278.997.880,,9104081641.0,26255742518.0,2359166650.0,,560007071.0,38278997880.0,
S6 du cui nam,S6 du cui nam,S6 du cui nam,3.401.259.611.649,10.451.544.057.950,72.833.316.285,67.799.159.789,59.369.973.815,14.052.806.119.488,,3401259611649.0,10451544057950.0,72833316285.0,67799159789.0,59369973815.0,14052806119488.0,
