row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốc trái phiếu,31/12/2019 > Tổng chi phí phát hành,31/12/2019 > Chi phí phát hành phân bổ lũy,31/12/2019 > Giá trị trái phiếu cuối kỳ,31/12/2019 > Lãi suất,numeric__31/12/2019 > Giá gốc trái phiếu,numeric__31/12/2019 > Tổng chi phí phát hành,numeric__31/12/2019 > Chi phí phát hành phân bổ lũy,numeric__31/12/2019 > Giá trị trái phiếu cuối kỳ,numeric__31/12/2019 > Lãi suất
Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,,,,,
- Trải phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giá > - Trải phiếu kỳ hạn 5 năm,- Trải phiếu kỳ hạn 5 năm,366.000.000.000,6.518.829.294,6.518.829.294,366.000.000.000,11% kỳ đầu và thả nổi từ kỳ thứ 2,366000000000.0,6518829294.0,6518829294.0,366000000000.0,
- Trải phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giá > - Trải phiếu kỳ hạn 5 năm,- Trải phiếu kỳ hạn 5 năm,134.000.000.000,2.593.300.000,1.039.776.675,132.446.476.675,10% kỳ đầu và thả nổi từ kỳ thứ 2,134000000000.0,2593300000.0,1039776675.0,132446476675.0,
- Trải phiếu phải trả do không chuyển đổi,Loại phát hành theo mệnh giá > - Trải phiếu phải trả do không chuyển đổi,- Trải phiếu phải trả do không chuyển đổi,374.500.000,-,-,374.500.000,13%/năm,374500000.0,,,374500000.0,
Cộng,Loại phát hành theo mệnh giá > Cộng,Cộng,500.374.500.000,9.112.129.294,7.558.605.969,498.820.976.675,,500374500000.0,9112129294.0,7558605969.0,498820976675.0,
