row_label_raw,row_label_full,Lợi nhuận năm trước chuyển sang,Năm 2019 > 42.003.230.080,Năm 2018 > 180.792.184.488,numeric__Năm 2019 > 42.003.230.080,numeric__Năm 2018 > 180.792.184.488
Các khoản tăng/giảm lợi nhuận sau thuế,Các khoản tăng/giảm lợi nhuận sau thuế,Các khoản tăng/giảm lợi nhuận sau thuế,380,(39.761.128),380.0,-39761128.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,(1.308.251.543),8.169.856.720,-1308251543.0,8169856720.0
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,-,146.919.050.000,,146919050000.0
Phân phối lợi nhuận năm trước,Phân phối lợi nhuận năm trước,Phân phối lợi nhuận năm trước,-,146.919.050.000,,146919050000.0
"- Trích quỹ khen thưởng, phúc lợi","- Trích quỹ khen thưởng, phúc lợi","- Trích quỹ khen thưởng, phúc lợi",-,4.400.000.000,,4400000000.0
- Chia cổ tức bằng cổ phiếu,- Chia cổ tức bằng cổ phiếu,- Chia cổ tức bằng cổ phiếu,-,142.519.050.000,,142519050000.0
Phân phối lợi nhuận năm nay,Phân phối lợi nhuận năm nay,Phân phối lợi nhuận năm nay,-,-,,
Lợi nhuận sau thuế chưa phân phối cuối kỳ,Phân phối lợi nhuận năm nay > Lợi nhuận sau thuế chưa phân phối cuối kỳ,Lợi nhuận sau thuế chưa phân phối cuối kỳ,40.694.978.917,42.003.230.080,40694978917.0,42003230080.0
