row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Dự phòng,01/01/2019 > Giá trị,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Dự phòng
Phải thu Nhà nước về cổ phần hóa (i),Phải thu Nhà nước về cổ phần hóa (i),Phải thu Nhà nước về cổ phần hóa (i),24.305.035.075,-,24.305.036.499,-,24305035075.0,,24305036499.0,
Công ty TNHH Điện tử DLG Ansen,Công ty TNHH Điện tử DLG Ansen,Công ty TNHH Điện tử DLG Ansen,5.553.600.000,-,-,-,5553600000.0,,,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,184.339.601.822,(19.432.045.651),168.987.348.066,(974.653.388),184339601822.0,-19432045651.0,168987348066.0,-974653388.0
- Công ty CP Trống rṃng & Cây CN ĐLGL,- Công ty CP Trống rṃng & Cây CN ĐLGL,- Công ty CP Trống rṃng & Cây CN ĐLGL,44.656.526.478,(4.003.580.426),45.603.579.249,-,44656526478.0,-4003580426.0,45603579249.0,
- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,43.030.500.988,-,21.173.297.438,-,43030500988.0,,21173297438.0,
- Công ty CP Đầu tư Xây dựng ĐLGL,- Công ty CP Đầu tư Xây dựng ĐLGL,- Công ty CP Đầu tư Xây dựng ĐLGL,29.128.704.983,(9.840.251.581),15.502.239.416,-,29128704983.0,-9840251581.0,15502239416.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,67.523.869.373,(5.588.213.644),86.708.231.963,(974.653.388),67523869373.0,-5588213644.0,86708231963.0,-974653388.0
Tạm ứng,Tạm ứng,Tạm ứng,27.643.947.630,-,10.943.077.007,-,27643947630.0,,10943077007.0,
Công ty Cổ phần Đầu tư Xây dựng Vạn Gia Long (ii),Công ty Cổ phần Đầu tư Xây dựng Vạn Gia Long (ii),Công ty Cổ phần Đầu tư Xây dựng Vạn Gia Long (ii),300.000.000.000,-,-,-,300000000000.0,,,
"Ký cước, ký quỹ","Ký cước, ký quỹ","Ký cước, ký quỹ",7.260.829.800,-,15.066.584.016,-,7260829800.0,,15066584016.0,
Công ty TNHH SX-TM-DV Đồng Phú Hưng (iii),Công ty TNHH SX-TM-DV Đồng Phú Hưng (iii),Công ty TNHH SX-TM-DV Đồng Phú Hưng (iii),195.000.000.000,-,-,-,195000000000.0,,,
Công ty CP Đầu tư Xây dựng Vạn Gia Long (tiền cọc trả cho KH),Công ty CP Đầu tư Xây dựng Vạn Gia Long (tiền cọc trả cho KH),Công ty CP Đầu tư Xây dựng Vạn Gia Long (tiền cọc trả cho KH),19.072.225.386,-,-,-,19072225386.0,,,
Ông Đoàn Hải Việt (iv),Ông Đoàn Hải Việt (iv),Ông Đoàn Hải Việt (iv),14.000.000.000,-,-,-,14000000000.0,,,
"Phải thu BHXH, BHYT","Phải thu BHXH, BHYT","Phải thu BHXH, BHYT","34,778.800",-,35.862.750,-,34.7788,,35862750.0,
Phải thu khác,Phải thu khác,Phải thu khác,12.931.627.512,(6.907.281.801),19.664.029.590,(5.382.024.146),12931627512.0,-6907281801.0,19664029590.0,-5382024146.0
Cộng,Cộng,Cộng,790.141.646.025,(26.339.327.452),239.001.937.928,(6.356.677.534),790141646025.0,-26339327452.0,239001937928.0,-6356677534.0
