row_label_raw,row_label_full,col_0,Nội dung,Năm 2019,Năm 2018,numeric__Nội dung,numeric__Năm 2019,numeric__Năm 2018
Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,,,
Công ty CP Đầu tư Phát triển DVCT CC DLGL,Doanh thu bán hàng hóa và cung cấp dịch vụ > Công ty CP Đầu tư Phát triển DVCT CC DLGL,Công ty CP Đầu tư Phát triển DVCT CC DLGL,Cho thuê tài sản,1.536.000.000,1.536.000.000,,1536000000.0,1536000000.0
Công ty CP DV CTCC Đức Long Bảo Lộc,Doanh thu bán hàng hóa và cung cấp dịch vụ > Công ty CP DV CTCC Đức Long Bảo Lộc,Công ty CP DV CTCC Đức Long Bảo Lộc,Cho thuê tài sản,2.691.290.376,2.691.290.376,,2691290376.0,2691290376.0
Công ty TNHH Đức Long Dung Quất,Doanh thu bán hàng hóa và cung cấp dịch vụ > Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Doanh thu xây lắp,-,36.733.307.611,,,36733307611.0
Công ty CP Đầu tư và Phát triển Điện Năng DLGL,Doanh thu bán hàng hóa và cung cấp dịch vụ > Công ty CP Đầu tư và Phát triển Điện Năng DLGL,Công ty CP Đầu tư và Phát triển Điện Năng DLGL,Cho thuê tài sản,545.454.545,-,,545454545.0,
"Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ",,,
Công ty CP Đầu tư Phát triển DVCT CC DLGL,"Mua hàng, nhận dịch vụ > Công ty CP Đầu tư Phát triển DVCT CC DLGL",Công ty CP Đầu tư Phát triển DVCT CC DLGL,Đi thuê tài sản,305.454.544,381.818.184,,305454544.0,381818184.0
Công ty CP Đầu tư Phát triển DVCT CC DLGL,"Mua hàng, nhận dịch vụ > Công ty CP Đầu tư Phát triển DVCT CC DLGL",Công ty CP Đầu tư Phát triển DVCT CC DLGL,Mua khoản đầu tư,-,217.331.180.000,,,217331180000.0
Công ty TNHH Phú Thành Gia Pleiku,"Mua hàng, nhận dịch vụ > Công ty TNHH Phú Thành Gia Pleiku",Công ty TNHH Phú Thành Gia Pleiku,Mua đã các loại,24.052.582.000,42.269.496.000,,24052582000.0,42269496000.0
Công ty TNHH Phú Thành Gia Pleiku,"Mua hàng, nhận dịch vụ > Công ty TNHH Phú Thành Gia Pleiku",Công ty TNHH Phú Thành Gia Pleiku,Mua phân các loại,80.959.275.000,-,,80959275000.0,
Công ty TNHH Phú Thành Gia Pleiku,"Mua hàng, nhận dịch vụ > Công ty TNHH Phú Thành Gia Pleiku",Công ty TNHH Phú Thành Gia Pleiku,Thuê thì công xây lắp,-,19.235.724.545,,,19235724545.0
Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,,,
Công ty TNHH Phú Thành Gia Pleiku,Các giao dịch khác > Công ty TNHH Phú Thành Gia Pleiku,Công ty TNHH Phú Thành Gia Pleiku,Lãi cho vay,13.945.842.929,11.956.869.050,,13945842929.0,11956869050.0
Công ty CP Đầu tư và Phát triển Điện năng DLGL,Các giao dịch khác > Công ty CP Đầu tư và Phát triển Điện năng DLGL,Công ty CP Đầu tư và Phát triển Điện năng DLGL,Lãi vay phải trả,2.825.475.116,1.790.974.082,,2825475116.0,1790974082.0
Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Các giao dịch khác > Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Cổ tức được nhận,225.036.000,225.036.000,,225036000.0,225036000.0
