row_label_raw,row_label_full,Giá trị đầu kỳ,Năm 2019 > 246.489.847.973,Năm 2018 > 240.320.392.403,numeric__Năm 2019 > 246.489.847.973,numeric__Năm 2018 > 240.320.392.403
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,-,35.965.284.649,,35965284649.0
Phân bổ trong kỳ,Phân bổ trong kỳ,Phân bổ trong kỳ,34.451.579.919,33.335.968.596,34451579919.0,33335968596.0
Ảnh hưởng do thoái vốn,Ảnh hưởng do thoái vốn,Ảnh hưởng do thoái vốn,(16.821.748.016),-,-16821748016.0,
Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,1.542.117.804,3.540.139.517,1542117804.0,3540139517.0
Giá trị cuối kỳ,Giá trị cuối kỳ,Giá trị cuối kỳ,196.758.637.842,246.489.847.973,196758637842.0,246489847973.0
