row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả các khoản đầu tư,Phải trả các khoản đầu tư,Phải trả các khoản đầu tư,44.405.519.577,5.392.151.337,44405519577.0,5392151337.0
Thu hộ tiền cho chủ đầu tư dự án,Thu hộ tiền cho chủ đầu tư dự án,Thu hộ tiền cho chủ đầu tư dự án,38.868.183.366,81.493.726.143,38868183366.0,81493726143.0
Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,37.738.071.629,25.996.242.599,37738071629.0,25996242599.0
Nhận góp vốn từ HĐHTKD,Nhận góp vốn từ HĐHTKD,Nhận góp vốn từ HĐHTKD,2.000.000.000,4.000.000.000,2000000000.0,4000000000.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",1.629.316.485,-,1629316485.0,
Khác,Khác,Khác,7.691.634.175,4.957.831.885,7691634175.0,4957831885.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,132.332.725.232,121.839.951.964,132332725232.0,121839951964.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,92.226.885.988,40.470.518.006,92226885988.0,40470518006.0
Phải trả bên liên quan (Thuyết minh số 30),Trong đó: > Phải trả bên liên quan (Thuyết minh số 30),Phải trả bên liên quan (Thuyết minh số 30),40.105.839.244,81.369.433.958,40105839244.0,81369433958.0
