row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
"Vốn góp của các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp của các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp của các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",230.741.994.130,192.737.096.573,230741994130.0,192737096573.0
Tạm ứng đầu tư,Tạm ứng đầu tư,Tạm ứng đầu tư,147.478.062.500,82.996.916.686,147478062500.0,82996916686.0
- Công ty Cổ phần Đầu tư Hạ tầng và Độ thị Dầu khí,- Công ty Cổ phần Đầu tư Hạ tầng và Độ thị Dầu khí,- Công ty Cổ phần Đầu tư Hạ tầng và Độ thị Dầu khí,56.365.830.000,-,56365830000.0,
- Công ty Cổ phần Đầu tư và Thương mại Việt Tín,- Công ty Cổ phần Đầu tư và Thương mại Việt Tín,- Công ty Cổ phần Đầu tư và Thương mại Việt Tín,48.600.000.000,48.600.000.000,48600000000.0,48600000000.0
- Khác,- Khác,- Khác,42.512.232.500,34.396.916.686,42512232500.0,34396916686.0
Phải thu về góp vốn,Phải thu về góp vốn,Phải thu về góp vốn,135.000.000.000,-,135000000000.0,
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",128.322.582.032,22.760.561.152,128322582032.0,22760561152.0
- Dự án Khu trung tâm Nam Rạch Chiếc,- Dự án Khu trung tâm Nam Rạch Chiếc,- Dự án Khu trung tâm Nam Rạch Chiếc,107.130.788.600,-,107130788600.0,
- Khác,- Khác,- Khác,21.191.793.432,22.760.561.152,21191793432.0,22760561152.0
Tạm ứng nhân viên,Tạm ứng nhân viên,Tạm ứng nhân viên,31.175.318.763,11.768.551.258,31175318763.0,11768551258.0
Phải thu lãi vay,Phải thu lãi vay,Phải thu lãi vay,13.922.838.754,11.270.078.538,13922838754.0,11270078538.0
Tạm ứng vốn,Tạm ứng vốn,Tạm ứng vốn,6.149.315.558,5.549.315.558,6149315558.0,5549315558.0
Cổ tức,Cổ tức,Cổ tức,1.160.250.000,892.500.000,1160250000.0,892500000.0
Khác,Khác,Khác,8.168.650.998,10.993.438.560,8168650998.0,10993438560.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,702.119.012.735,338.968.458.325,702119012735.0,338968458325.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên liên quan (Thuyết minh số 30),Trong đó: > Phải thu bên liên quan (Thuyết minh số 30),Phải thu bên liên quan (Thuyết minh số 30),380.824.685.189,209.113.320.077,380824685189.0,209113320077.0
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,321.294.327.546,129.855.138.248,321294327546.0,129855138248.0
