row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ sở hữu(%),Giá gốc đầu tưVND,Tỷ lệ sở hữu(%),Giá gốc đầu tưVND,,,,,,
Công ty Cổ phần Đầu tư Đất Viễn Đông (“Vidoland”) (i),Tên công ty con > Công ty Cổ phần Đầu tư Đất Viễn Đông (“Vidoland”) (i),Công ty Cổ phần Đầu tư Đất Viễn Đông (“Vidoland”) (i),Kinh doanh BĐS,Đang hoạt động,"99,99",237.998.968.240,-,-,,,99.99,237998968240.0,,
Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (“Hà Thuận Hùng”),Tên công ty con > Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (“Hà Thuận Hùng”),Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (“Hà Thuận Hùng”),Kinh doanh BĐS,Đang hoạt động,"99,89",235.740.000.000,"99,89",235.740.000.000,,,99.89,235740000000.0,99.89,235740000000.0
Công ty Cổ phần In Nông Nghiệp (“In Nông Nghiệp”) (ii),Tên công ty con > Công ty Cổ phần In Nông Nghiệp (“In Nông Nghiệp”) (ii),Công ty Cổ phần In Nông Nghiệp (“In Nông Nghiệp”) (ii),Kinh doanh BĐS,Đang hoạt động,"99,98",132.985.600.000,"99,98",71.985.600.000,,,99.98,132985600000.0,99.98,71985600000.0
Công ty Cổ phần Xây dựng Địa ốc Long Kim Phát (“Long Kim Phát”),Tên công ty con > Công ty Cổ phần Xây dựng Địa ốc Long Kim Phát (“Long Kim Phát”),Công ty Cổ phần Xây dựng Địa ốc Long Kim Phát (“Long Kim Phát”),Kinh doanh BĐS,Đang hoạt động,100,99.839.000.000,100,99.839.000.000,,,100.0,99839000000.0,100.0,99839000000.0
Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (“Xuân Đình”),Tên công ty con > Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (“Xuân Đình”),Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (“Xuân Đình”),Kinh doanh BĐS,Đang hoạt động,"99,99",70.000.000.000,"99,99",70.000.000.000,,,99.99,70000000000.0,99.99,70000000000.0
Công ty Cổ phần Vicco Sài Gòn (“Vicco Sài Gòn”) (iii),Tên công ty con > Công ty Cổ phần Vicco Sài Gòn (“Vicco Sài Gòn”) (iii),Công ty Cổ phần Vicco Sài Gòn (“Vicco Sài Gòn”) (iii),Kinh doanh BĐS,Đang hoạt động,"99,99",68.159.617.704,-,-,,,99.99,68159617704.0,,
Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (“Đất Xanh Miền Bắc”) (iv),Tên công ty con > Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (“Đất Xanh Miền Bắc”) (iv),Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (“Đất Xanh Miền Bắc”) (iv),Kinh doanh và môi giới BĐS,Đang hoạt động,51,62.139.100.009,51,40.209.100.009,,,51.0,62139100009.0,51.0,40209100009.0
Công ty Cổ phần Đất Xanh Miền Trung (“Đất Xanh Miền Trung”) (v),Tên công ty con > Công ty Cổ phần Đất Xanh Miền Trung (“Đất Xanh Miền Trung”) (v),Công ty Cổ phần Đất Xanh Miền Trung (“Đất Xanh Miền Trung”) (v),Kinh doanh và môi giới BĐS,Đang hoạt động,55,52.250.000.000,55,38.500.000.000,,,55.0,52250000000.0,55.0,38500000000.0
Công ty Cổ phần Xây dựng ECI (“Xây dựng ECI”),Tên công ty con > Công ty Cổ phần Xây dựng ECI (“Xây dựng ECI”),Công ty Cổ phần Xây dựng ECI (“Xây dựng ECI”),Xây dựng,Đang hoạt động,"89,26",31.914.675.000,"89,26",31.914.675.000,,,89.26,31914675000.0,89.26,31914675000.0
Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (“Đất Xanh Miền Nam”) (vi),Tên công ty con > Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (“Đất Xanh Miền Nam”) (vi),Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (“Đất Xanh Miền Nam”) (vi),Kinh doanh và môi giới BĐS,Đang hoạt động,51,26.520.000.000,51,17.850.000.000,,,51.0,26520000000.0,51.0,17850000000.0
