row_label_raw,row_label_full,Mã số,NGUỒN VỒN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỒN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,1.481.593.622.617,1.466.894.656.330,,,1481593622617.0,1466894656330.0
310,310,310,I. Nợ ngắn hạn,,972.766.572.675,1.168.844.930.650,,,972766572675.0,1168844930650.0
311,311,311,1. Phải trả người bán ngắn hạn,17,93.835.374.585,93.228.545.068,,17.0,93835374585.0,93228545068.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,404.352.317.354,740.455.527.704,,18.0,404352317354.0,740455527704.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,69.976.249.971,8.599.951.116,,19.0,69976249971.0,8599951116.0
314,314,314,4. Phải trả người lao động,,2.343.115.847,3.145.764.243,,,2343115847.0,3145764243.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,102.051.313.865,61.512.286.565,,20.0,102051313865.0,61512286565.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,1.022.767.444,2.025.687.443,,21.0,1022767444.0,2025687443.0
319,319,319,7. Phải trả ngắn hạn khác,22,132.332.725.232,121.839.951.964,,22.0,132332725232.0,121839951964.0
320,320,320,8. Vay ngắn hạn,23,154.989.467.103,133.283.464.786,,23.0,154989467103.0,133283464786.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,11.863.241.274,4.753.751.761,,,11863241274.0,4753751761.0
330,330,330,II. Nợ dài hạn,,508.827.049.942,298.049.725.680,,,508827049942.0,298049725680.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,21,13.941.086.762,15.459.873.293,,21.0,13941086762.0,15459873293.0
337,337,337,2. Phải trả dài hạn khác,,2.044.973.458,307.369.245,,,2044973458.0,307369245.0
338,338,338,3. Vay dài hạn,23,492.840.989.722,282.282.483.142,,23.0,492840989722.0,282282483142.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.884.277.065.442,1.356.423.411.879,,,2884277065442.0,1356423411879.0
410,410,410,I. Vốn chủ sở hữu,24.1,2.884.277.065.442,1.356.423.411.879,,241.0,2884277065442.0,1356423411879.0
411,411,411,1. Vốn cổ phần,,2.530.490.680.000,1.172.635.700.000,,,2530490680000.0,1172635700000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.530.490.680.000,1.172.635.700.000,,,2530490680000.0,1172635700000.0
412,412,412,2. Thặng dư vốn cổ phần,,10.867.980.806,10.867.980.806,,,10867980806.0,10867980806.0
415,415,415,3. Cổ phiếu quỹ,,(580.000.000),(580.000.000),,,-580000000.0,-580000000.0
418,418,418,4. Quỹ đầu tư phát triển,,21.538.709.553,14.806.138.826,,,21538709553.0,14806138826.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,321.959.695.083,158.693.592.247,,,321959695083.0,158693592247.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,-,15.213.457.803,,,,15213457803.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,321.959.695.083,143.480.134.444,,,321959695083.0,143480134444.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.365.870.688.059,2.823.318.068.209,,,4365870688059.0,2823318068209.0
