row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,1.395.100.682.209,538.283.774.526,,251.0,1395100682209.0,538283774526.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,(964.618.498.866),(356.544.627.588),,26.0,-964618498866.0,-356544627588.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,430.482.183.343,181.739.146.938,,,430482183343.0,181739146938.0
21,21,21,Doanh thu hoạt động tài chính,25.2,207.237.085.391,82.681.185.862,,252.0,207237085391.0,82681185862.0
22,22,22,Chi phí tài chính,27,(27.805.936.133),(1.381.152.653),,27.0,-27805936133.0,-1381152653.0
23,23,23,Trong đó: Chi phí lãi vay,,(29.102.553.750),(4.122.399.892),,,-29102553750.0,-4122399892.0
25,25,25,Chi phí bán hàng,28,(72.342.904.127),(26.958.538.374),,28.0,-72342904127.0,-26958538374.0
26,26,26,Chi phí quản lý doanh nghiệp,28,(92.529.351.418),(68.586.273.078),,28.0,-92529351418.0,-68586273078.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,445.041.077.056,167.494.368.695,,,445041077056.0,167494368695.0
31,31,31,Thu nhập khác,,17.861.759.264,6.039.282.202,,,17861759264.0,6039282202.0
32,32,32,Chi phí khác,,(1.737.954.693),(1.827.339.403),,,-1737954693.0,-1827339403.0
40,40,40,Lợi nhuận khác,,16.123.804.571,4.211.942.799,,,16123804571.0,4211942799.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,461.164.881.627,171.706.311.494,,,461164881627.0,171706311494.0
51,51,51,Chi phí thuế TNDN hiện hành,29.1,(73.066.263.469),(31.286.911.583),,291.0,-73066263469.0,-31286911583.0
52,52,52,(Chi phí) thu nhập thuế TNDN hoãn lại,29.3,(2.740.098.778),3.060.734.533,,293.0,-2740098778.0,3060734533.0
60,60,60,Lợi nhuận sau thuế TNDN,,385.358.519.380,143.480.134.444,,,385358519380.0,143480134444.0
