row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,Nợ PHẢI TRẢ,300,,8.783.531.920.294,7.825.554.369.793,,300.0,,8783531920294.0,7825554369793.0
I.,I.,I.,Nợ ngắn hạn,310,,4.392.842.934.628,3.521.572.571.798,,310.0,,4392842934628.0,3521572571798.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,18,661.591.764.728,665.189.516.605,,311.0,18.0,661591764728.0,665189516605.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,19,1.632.307.449.320,879.139.105.611,,312.0,19.0,1632307449320.0,879139105611.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,21,172.836.420.393,232.319.328.196,,313.0,21.0,172836420393.0,232319328196.0
4.,4.,4.,Phải trả người lao động,314,,126.790.648.597,135.344.722.705,,314.0,,126790648597.0,135344722705.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,20,973.839.277.126,964.425.135.359,,315.0,20.0,973839277126.0,964425135359.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,22,37.222.723.678,37.512.536.029,,318.0,22.0,37222723678.0,37512536029.0
7.,7.,7.,Phải trả ngắn hạn khác,319,23,292.053.620.889,199.101.138.515,,319.0,23.0,292053620889.0,199101138515.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,24,302.305.074.277,247.115.559.468,,320.0,24.0,302305074277.0,247115559468.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,26,20.972.993.000,16.462.076.000,,321.0,26.0,20972993000.0,16462076000.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,27,172.922.962.620,144.963.453.310,,322.0,27.0,172922962620.0,144963453310.0
II.,II.,II.,Nợ dài hạn,330,,4.390.688.985.666,4.303.981.797.995,,330.0,,4390688985666.0,4303981797995.0
1.,1.,1.,Chi phí phải trả dài hạn,333,20,238.323.318.020,338.801.485.090,,333.0,20.0,238323318020.0,338801485090.0
2.,2.,2.,Doanh thu chưa thực hiện dài hạn,336,22,2.530.378.000.570,2.618.021.192.197,,336.0,22.0,2530378000570.0,2618021192197.0
3.,3.,3.,Phải trả dài hạn khác,337,23,54.741.845.641,15.467.637.146,,337.0,23.0,54741845641.0,15467637146.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,25,711.266.483.982,506.822.412.300,,338.0,25.0,711266483982.0,506822412300.0
5.,5.,5.,Dự phòng phải trả dài hạn,342,26,428.893.594.860,420.166.227.337,,342.0,26.0,428893594860.0,420166227337.0
6.,6.,6.,Quỹ phát triển khoa học và công nghệ,343,28,427.085.742.593,404.702.843.925,,343.0,28.0,427085742593.0,404702843925.0
