row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,1.019.989.602.723,1.399.416.509.821,1019989602723.0,1399416509821.0
Doanh thu bán bắt động sản,Doanh thu bán bắt động sản,Doanh thu bán bắt động sản,190.222.262.385,100.351.917.558,190222262385.0,100351917558.0
"Doanh thu bán các sản phẩm kính, gưỡng","Doanh thu bán các sản phẩm kính, gưỡng","Doanh thu bán các sản phẩm kính, gưỡng",372.562.032.862,773.782.927.752,372562032862.0,773782927752.0
"Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện","Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện","Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện",425.698.689.079,510.978.048.854,425698689079.0,510978048854.0
Doanh thu bán hàng khác,Doanh thu bán hàng khác,Doanh thu bán hàng khác,31.506.618.397,14.303.615.657,31506618397.0,14303615657.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,2.929.570.236.377,3.984.955.637.285,2929570236377.0,3984955637285.0
Doanh thu cho thuê đất đã phát triển cơ sở hạ tầng (i),Doanh thu cho thuê đất đã phát triển cơ sở hạ tầng (i),Doanh thu cho thuê đất đã phát triển cơ sở hạ tầng (i),2.314.088.530.769,3.415.627.687.632,2314088530769.0,3415627687632.0
"Doanh thu phí dịch vụ quản lý và vận hành khu công nghiệp, khu đô thị, chung cư (ii)","Doanh thu phí dịch vụ quản lý và vận hành khu công nghiệp, khu đô thị, chung cư (ii)","Doanh thu phí dịch vụ quản lý và vận hành khu công nghiệp, khu đô thị, chung cư (ii)",604.476.917.354,548.210.451.305,604476917354.0,548210451305.0
Doanh thu phí duy trì và phát triển thương hiệu,Doanh thu phí duy trì và phát triển thương hiệu,Doanh thu phí duy trì và phát triển thương hiệu,4.648.103.000,13.754.775.000,4648103000.0,13754775000.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,6.356.685.254,7.362.723.348,6356685254.0,7362723348.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(14.132.280.984),(47.304.616.488),-14132280984.0,-47304616488.0
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,(12.465.001.484),(44.187.219.942),-12465001484.0,-44187219942.0
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,(357.893.624),(1.609.586.333),-357893624.0,-1609586333.0
Giảm giá hàng bán,Giảm giá hàng bán,Giảm giá hàng bán,(1.309.385.876),(1.507.810.213),-1309385876.0,-1507810213.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,3.935.427.558.116,5.337.067.530.618,3935427558116.0,5337067530618.0
Trong đó: Doanh thu thuần từ các bên liên quan (Chi tiết tại Thuyết minh số 42),Trong đó: Doanh thu thuần từ các bên liên quan (Chi tiết tại Thuyết minh số 42),Trong đó: Doanh thu thuần từ các bên liên quan (Chi tiết tại Thuyết minh số 42),434.090.353.034,515.965.547.116,434090353034.0,515965547116.0
