row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,05 - 50,
Mãy móc và thiết bị,Mãy móc và thiết bị,Mãy móc và thiết bị,02 - 20,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,02 - 17,
"Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý",02 - 10,
Tài sản khác,Tài sản khác,Tài sản khác,05 - 08,
