row_label_raw,row_label_full,col_0,Quyền sử dụng đất,"Bản quyền, bằng sáng chế",Phần mềm máy tính,"Chi phí đền bù, san lắp mặt bằng",Khác,Tổng,numeric__Quyền sử dụng đất,"numeric__Bản quyền, bằng sáng chế",numeric__Phần mềm máy tính,"numeric__Chi phí đền bù, san lắp mặt bằng",numeric__Khác,numeric__Tổng
,,,VND,VND,VND,VND,VND,VND,,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,68.545.687.797,3.305.486.937,3.272.288.914,93.259.704.164,8.674.997.834,177.058.165.646,68545687797.0,3305486937.0,3272288914.0,93259704164.0,8674997834.0,177058165646.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,68.545.687.797,3.305.486.937,3.272.288.914,93.259.704.164,8.674.997.834,177.058.165.646,68545687797.0,3305486937.0,3272288914.0,93259704164.0,8674997834.0,177058165646.0
GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,,,,,,
Số dư đầu năm,GIÁ TRI HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,10.093.626.327,1.190.874.917,3.237.521.259,22.743.253.459,1.879.582.848,39.144.858.810,10093626327.0,1190874917.0,3237521259.0,22743253459.0,1879582848.0,39144858810.0
Khấu hao trong năm,GIÁ TRI HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,515.531.976,275.457.252,27.077.234,2.186.773.796,433.749.888,3.438.590.146,515531976.0,275457252.0,27077234.0,2186773796.0,433749888.0,3438590146.0
Số dư cuối năm,GIÁ TRI HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,10.609.158.303,1.466.332.169,3.264.598.493,24.930.027.255,2.313.332.736,42.583.448.956,10609158303.0,1466332169.0,3264598493.0,24930027255.0,2313332736.0,42583448956.0
GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,GIÁ TRI CÒN LẠI,,,,,,
Tại ngày đầu năm,GIÁ TRI CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,58.452.061.470,2.114.612.020,34.767.655,70.516.450.705,6.795.414.986,137.913.306.836,58452061470.0,2114612020.0,34767655.0,70516450705.0,6795414986.0,137913306836.0
Tại ngày cuối năm,GIÁ TRI CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,57.936.529.494,1.839.154.768,7.690.421,68.329.676.909,6.361.665.098,134.474.716.690,57936529494.0,1839154768.0,7690421.0,68329676909.0,6361665098.0,134474716690.0
