row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,7.962.858.737.461,7.430.478.528.885,,400.0,,7962858737461.0,7430478528885.0
I.,I.,I.,Vốn chủ sở hữu,410,29,7.928.084.134.533,7.392.668.808.657,,410.0,29.0,7928084134533.0,7392668808657.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.483.500.000.000,4.483.500.000.000,,411.0,,4483500000000.0,4483500000000.0
1.,1.,1.,- Cổ phiếu phố thông có quyền biểu quyết,411a,,4.483.500.000.000,4.483.500.000.000,,,,4483500000000.0,4483500000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,931.212.247.586,931.212.247.586,,412.0,,931212247586.0,931212247586.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,1.320.492.796.072,848.323.442.774,,418.0,,1320492796072.0,848323442774.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,1.192.879.090.875,1.129.633.118.297,,421.0,,1192879090875.0,1129633118297.0
4.,4.,4.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.192.879.090.875,1.129.633.118.297,,,,1192879090875.0,1129633118297.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,34.774.602.928,37.809.720.228,,430.0,,34774602928.0,37809720228.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cố định,432,30,34.774.602.928,37.809.720.228,,432.0,30.0,34774602928.0,37809720228.0
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),440,,16.746.390.657.755,15.256.032.898.678,,440.0,,16746390657755.0,15256032898678.0
