row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,33,3.949.559.839.100,5.384.372.147.106,,1.0,33.0,3949559839100.0,5384372147106.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,33,14.132.280.984,47.304.616.488,,2.0,33.0,14132280984.0,47304616488.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,33,3.935.427.558.116,5.337.067.530.618,,10.0,33.0,3935427558116.0,5337067530618.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,34,2.051.870.812.658,3.119.428.938.610,,11.0,34.0,2051870812658.0,3119428938610.0
5.,5.,5.,Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.883.556.745.458,2.217.638.592.008,,20.0,,1883556745458.0,2217638592008.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,36,167.778.181.732,330.769.115.472,,21.0,36.0,167778181732.0,330769115472.0
7.,7.,7.,Chi phí tài chính,22,37,103.693.734.468,18.913.244.922,,22.0,37.0,103693734468.0,18913244922.0
,,,- Trong đó: Chi phí lãi vay,23,,9.292.013.270,13.288.725.966,,23.0,,9292013270.0,13288725966.0
8.,8.,8.,Chi phí bán hàng,25,38,155.573.531.457,170.129.914.520,,25.0,38.0,155573531457.0,170129914520.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,38,378.568.874.726,434.866.021.778,,26.0,38.0,378568874726.0,434866021778.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.413.498.786.539,1.924.498.526.260,,30.0,,1413498786539.0,1924498526260.0
11.,11.,11.,Thu nhập khác,31,39,81.314.539.784,34.308.538.825,,31.0,39.0,81314539784.0,34308538825.0
12.,12.,12.,Chi phí khác,32,,13.380.912.580,47.672.857.472,,32.0,,13380912580.0,47672857472.0
13.,13.,13.,Lợi nhuận/(lỗ) khác (40=31-32),40,,67.933.627.204,(13.364.318.647),,40.0,,67933627204.0,-13364318647.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.481.432.413.743,1.911.134.207.613,,50.0,,1481432413743.0,1911134207613.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,40,286.274.396.739,336.694.960.266,,51.0,40.0,286274396739.0,336694960266.0
16.,16.,16.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,17,2.278.926.129,(3.543.870.950),,52.0,17.0,2278926129.0,-3543870950.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.192.879.090.875,1.577.983.118.297,,60.0,,1192879090875.0,1577983118297.0
