row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,,
Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,a. Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,-,2.098.799.999,,2098799999.0
Tài sản thuế thu nhập hoãn lại liên quan đến khoản lợi nhuận chưa thực hiện,a. Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại liên quan đến khoản lợi nhuận chưa thực hiện,Tài sản thuế thu nhập hoãn lại liên quan đến khoản lợi nhuận chưa thực hiện,8.599.879.511,8.780.005.639,8599879511.0,8780005639.0
Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,8.599.879.511,10.878.805.638,8599879511.0,10878805638.0
,,,Năm nay,Năm trước,,
,,,VND,VND,,
b. Chi phí/(Thu nhập) thuế thu nhập hoãn lại,b. Chi phí/(Thu nhập) thuế thu nhập hoãn lại,b. Chi phí/(Thu nhập) thuế thu nhập hoãn lại,b. Chi phí/(Thu nhập) thuế thu nhập hoãn lại,b. Chi phí/(Thu nhập) thuế thu nhập hoãn lại,,
Ghi nhận vào kết quả hoạt động sản xuất kinh doanh trong năm,b. Chi phí/(Thu nhập) thuế thu nhập hoãn lại > Ghi nhận vào kết quả hoạt động sản xuất kinh doanh trong năm,Ghi nhận vào kết quả hoạt động sản xuất kinh doanh trong năm,2.278.926.129,(3.543.870.950),2278926129.0,-3543870950.0
,,,2.278.926.129,(3.543.870.950),2278926129.0,-3543870950.0
