row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,4.953.564.642.139,4.031.629.907.588,,100.0,,4953564642139.0,4031629907588.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.616.691.651.304,629.829.300.389,,110.0,4.0,1616691651304.0,629829300389.0
1.,1.,1.,Tiền,111,,411.157.285.690,600.196.100.447,,111.0,,411157285690.0,600196100447.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.205.534.365.614,29.633.199.942,,112.0,,1205534365614.0,29633199942.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,5.585.000.000,5.000.000.000,,120.0,,5585000000.0,5000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,5.585.000.000,5.000.000.000,,123.0,5.0,5585000000.0,5000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,616.250.616.341,670.439.521.250,,130.0,,616250616341.0,670439521250.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,431.253.114.454,453.986.659.178,,131.0,6.0,431253114454.0,453986659178.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,100.654.475.130,147.927.592.482,,132.0,7.0,100654475130.0,147927592482.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,215.426.482.627,192.933.323.075,,136.0,8.0,215426482627.0,192933323075.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(131.083.455.870),(124.408.053.485),,137.0,9.0,-131083455870.0,-124408053485.0
IV.,IV.,IV.,Hàng tồn kho,140,10,2.376.988.512.156,2.386.185.486.325,,140.0,10.0,2376988512156.0,2386185486325.0
1.,1.,1.,Hàng tồn kho,141,,2.409.123.071.242,2.466.766.388.514,,141.0,,2409123071242.0,2466766388514.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(32.134.559.086),(80.580.902.189),,149.0,,-32134559086.0,-80580902189.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,338.048.862.338,340.175.599.624,,150.0,,338048862338.0,340175599624.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,16,10.685.791.480,12.527.835.407,,151.0,16.0,10685791480.0,12527835407.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,313.855.075.222,312.040.542.493,,152.0,,313855075222.0,312040542493.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,21,13.507.995.636,15.607.221.724,,153.0,21.0,13507995636.0,15607221724.0
