row_label_raw,row_label_full,col_0,"Kinh doanh, chothuê, quản lý vậnhành bất động sảnvà xây dựng","Sản xuất vàkinh doanh kính,gương","Sản xuất và kinhdoanh sứ, sen vòi",Thương mại vàdịch vụ khác,Loại trừ nội bộ,Tổng cộng các bộphận,"numeric__Kinh doanh, chothuê, quản lý vậnhành bất động sảnvà xây dựng","numeric__Sản xuất vàkinh doanh kính,gương","numeric__Sản xuất và kinhdoanh sứ, sen vòi",numeric__Thương mại vàdịch vụ khác,numeric__Loại trừ nội bộ,numeric__Tổng cộng các bộphận
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,18.250.430.663.424,782.043.311.554,855.593.574.153,17.146.349.242,(6.473.317.867.284),13.431.896.031.089,18250430663424.0,782043311554.0,855593574153.0,17146349242.0,-6473317867284.0,13431896031089.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,,,3.314.494.626.666,,,,,,3314494626666.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,18.250.430.663.424,782.043.311.554,855.593.574.153,17.146.349.242,(6.473.317.867.284),16.746.390.657.755,18250430663424.0,782043311554.0,855593574153.0,17146349242.0,-6473317867284.0,16746390657755.0
Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,(13.724.096.081.625),(674.676.052.784),(830.189.655.443),(14.831.136.363),6.460.261.005.921,(8.783.531.920.294),-13724096081625.0,-674676052784.0,-830189655443.0,-14831136363.0,6460261005921.0,-8783531920294.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,(13.724.096.081.625),(674.676.052.784),(830.189.655.443),(14.831.136.363),6.460.261.005.921,(8.783.531.920.294),-13724096081625.0,-674676052784.0,-830189655443.0,-14831136363.0,6460261005921.0,-8783531920294.0
