row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,Tiền thu từ đi vay,33,796.819.959.269,1.054.427.730.133,,33.0,796819959269.0,1054427730133.0
2.,III. > 2.,2.,Tiền trả nợ gốc vay,34,(532.317.543.778),(412.058.593.040),,34.0,-532317543778.0,-412058593040.0
3.,III. > 3.,3.,Tiền trả nợ gốc thuê tài chính,35,(4.868.829.000),(2.741.796.000),,35.0,-4868829000.0,-2741796000.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(560.380.785.000),(896.842.878.500),,36.0,-560380785000.0,-896842878500.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(300.747.198.509),(257.215.537.407),,40.0,-300747198509.0,-257215537407.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,986.789.050.473,(343.607.848.228),,50.0,986789050473.0,-343607848228.0
,,,Tiền và tương đương tiền đầu năm,60,629.829.300.389,971.319.796.063,,60.0,629829300389.0,971319796063.0
,,,Ảnh hưởng của thay đối tỷ giá hối đoái quy đối ngoại tệ,61,73.300.442,2.117.352.554,,61.0,73300442.0,2117352554.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,1.616.691.651.304,629.829.300.389,,70.0,1616691651304.0,629829300389.0
