row_label_raw,row_label_full,col_0,"Kinh doanh, cho thuê,quản lý vận hành bấtđộng sản và xây dựng","Sản xuất vàkinh doanh kính, gưỡng","Sản xuất và kinh doanhsử, sen vòi",Thương mại vàdịch vụ khác,Tổng cộng các bộ phận,"numeric__Kinh doanh, cho thuê,quản lý vận hành bấtđộng sản và xây dựng","numeric__Sản xuất vàkinh doanh kính, gưỡng","numeric__Sản xuất và kinh doanhsử, sen vòi",numeric__Thương mại vàdịch vụ khác,numeric__Tổng cộng các bộ phận
Doanh thu thuần từ bán hàng và dịch vụ,Doanh thu thuần từ bán hàng và dịch vụ,Doanh thu thuần từ bán hàng và dịch vụ,4.064.190.056.495,734.053.613.975,503.402.746.143,35.421.114.005,5.337.067.530.618,4064190056495.0,734053613975.0,503402746143.0,35421114005.0,5337067530618.0
Chi phí hoạt động bổ phận,Chi phí hoạt động bổ phận,Chi phí hoạt động bổ phận,1.920.110.801.600,726.353.805.996,458.344.971.943,14.619.359.071,3.119.428.938.610,1920110801600.0,726353805996.0,458344971943.0,14619359071.0,3119428938610.0
Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,2.144.079.254.895,7.699.807.979,45.057.774.200,20.801.754.934,2.217.638.592.008,2144079254895.0,7699807979.0,45057774200.0,20801754934.0,2217638592008.0
Chi phí không phân bổ,Chi phí không phân bổ,Chi phí không phân bổ,,,,,604.995.936.298,,,,,604995936298.0
Lợi nhuận từ hoạt động kinh doanh(Lỗ) từ hoạt động khác,Lợi nhuận từ hoạt động kinh doanh(Lỗ) từ hoạt động khác,Lợi nhuận từ hoạt động kinh doanh(Lỗ) từ hoạt động khác,,,,,1.612.642.655.710(13.364.318.647),,,,,
Kết quả từ hoạt động tài chính,Lợi nhuận từ hoạt động kinh doanh(Lỗ) từ hoạt động khác > Kết quả từ hoạt động tài chính,Kết quả từ hoạt động tài chính,,,,,311.855.870.550,,,,,311855870550.0
Lợi nhuận trước thuế,Lợi nhuận từ hoạt động kinh doanh(Lỗ) từ hoạt động khác > Lợi nhuận trước thuế,Lợi nhuận trước thuế,,,,,1.911.134.207.613,,,,,1911134207613.0
Chi phí thuế thu nhập doanh nghiệp hiện hành và hoãn lại,Lợi nhuận từ hoạt động kinh doanh(Lỗ) từ hoạt động khác > Chi phí thuế thu nhập doanh nghiệp hiện hành và hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành và hoãn lại,,,,,333.151.089.316,,,,,333151089316.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận từ hoạt động kinh doanh(Lỗ) từ hoạt động khác > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,,,,,1.577.983.118.297,,,,,1577983118297.0
