row_label_raw,row_label_full,col_0,31/12/2020 > Nguyên tệ,31/12/2020 > VND,31/12/2020 > Nguyên tệ_1,31/12/2020 > VND_1,01/01/2020,numeric__31/12/2020 > Nguyên tệ,numeric__31/12/2020 > VND,numeric__31/12/2020 > Nguyên tệ_1,numeric__31/12/2020 > VND_1,numeric__01/01/2020
Tiền gối ngân hàng,Tiền gối ngân hàng,Tiền gối ngân hàng,,1.102.475.845,,,1.987.107.324,,1102475845.0,,,1987107324.0
+ USD,+ USD,+ USD,"47.901,40 #",1.102.143.682,"85.956,45 #",#,1.986.500.037,,1102143682.0,,,1986500037.0
+ EUR,+ EUR,+ EUR,"11,86 #",332.163,"23,48 #",,607.287,,332163.0,,,607287.0
Cộng,Cộng,Cộng,,1.102.475.845,,,1.987.107.324,,1102475845.0,,,1987107324.0
