row_label_raw,row_label_full,col_0,col_1,31/12/2020VND,31/12/2020VND_1,01/01/2020VND,numeric__col_1,numeric__31/12/2020VND,numeric__31/12/2020VND_1,numeric__01/01/2020VND
+ Vàng miếng SJC tại quỹ,+ Vàng miếng SJC tại quỹ,+ Vàng miếng SJC tại quỹ,4 miếng,22.220.000,4 miếng,16.900.000,,22220000.0,,16900000.0
Cộng,Cộng,Cộng,,22.220.000,,16.900.000,,22220000.0,,16900000.0
