row_label_raw,row_label_full,Công ty TNHH MM Mega Market (Việt Nam),31/12/2020 > 1.972.675.761,01/01/2020 > 1.825.763.638,numeric__31/12/2020 > 1.972.675.761,numeric__01/01/2020 > 1.825.763.638
Công ty TNHH Dịch vụ EB,Công ty TNHH Dịch vụ EB,Công ty TNHH Dịch vụ EB,3.960.934.685,3.914.055.722,3960934685.0,3914055722.0
Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,17.765.891.848,7.353.570.996,17765891848.0,7353570996.0
Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,34.463.000.000,30.250.000.000,34463000000.0,30250000000.0
Các đổi tượng khác,Các đổi tượng khác,Các đổi tượng khác,21.709.721.777,18.471.259.569,21709721777.0,18471259569.0
Cộng,Cộng,Cộng,79.872.224.071,61.814.649.925,79872224071.0,61814649925.0
