row_label_raw,row_label_full,31/12/2020,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Phải trả người bán,Phải trả người bán,Phải trả người bán,382.521.322.173,-,382.521.322.173,382521322173.0,,382521322173.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,3.045.149.728,-,3.045.149.728,3045149728.0,,3045149728.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.723.009.678.809,-,1.723.009.678.809,1723009678809.0,,1723009678809.0
Phải trả khác,Phải trả khác,Phải trả khác,188.677.244.970,11.085.657.724,199.762.902.694,188677244970.0,11085657724.0,199762902694.0
Cộng,Cộng,Cộng,2.297.253.395.680,11.085.657.724,2.308.339.053.404,2297253395680.0,11085657724.0,2308339053404.0
01/01/2020,01/01/2020,01/01/2020,Không quá 1 năm,Trên 1 năm,Tổng,,,
Phải trả người bán,01/01/2020 > Phải trả người bán,Phải trả người bán,488.041.349.532,-,488.041.349.532,488041349532.0,,488041349532.0
Chi phí phải trả,01/01/2020 > Chi phí phải trả,Chi phí phải trả,6.583.411.474,-,6.583.411.474,6583411474.0,,6583411474.0
Vay và nợ thuê tài chính,01/01/2020 > Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.664.732.020.504,-,1.664.732.020.504,1664732020504.0,,1664732020504.0
Phải trả khác,01/01/2020 > Phải trả khác,Phải trả khác,47.748.285.713,10.968.832.523,58.717.118.236,47748285713.0,10968832523.0,58717118236.0
Cộng,01/01/2020 > Cộng,Cộng,2.207.105.067.223,10.968.832.523,2.218.073.899.746,2207105067223.0,10968832523.0,2218073899746.0
