row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,,8.796.717.637,298.459.889.748,295.055.307.811,-,12.201.299.574,,8796717637.0,298459889748.0,295055307811.0,,12201299574.0
Thuế GTGT hàng NK,Thuế GTGT hàng NK,Thuế GTGT hàng NK,-,-,20.811.997.703,20.811.997.703,-,-,,,20811997703.0,20811997703.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,22.874.366.234,244.924.432.798,250.723.959.190,-,17.074.839.842,,22874366234.0,244924432798.0,250723959190.0,,17074839842.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,12.500.967.190,12.500.967.190,-,-,,,12500967190.0,12500967190.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,108.558.356.434,213.177.287.706,225.852.028.419,-,95.883.615.721,,108558356434.0,213177287706.0,225852028419.0,,95883615721.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.560.291,70.355.657,46.789.464.777,46.787.343.551,-,68.916.592,3560291.0,70355657.0,46789464777.0,46787343551.0,,68916592.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,166.352.003,2.268.285.702,2.283.787.007,-,150.850.698,,166352003.0,2268285702.0,2283787007.0,,150850698.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,2.629.868.457,2.629.868.457,-,-,,,2629868457.0,2629868457.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,25.785.512,16.292.345,2.451.888.300,2.403.760.518,25.785.512,64.420.127,25785512.0,16292345.0,2451888300.0,2403760518.0,25785512.0,64420127.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,11.552.998,161.591.252,163.145.750,-,9.998.500,,11552998.0,161591252.0,163145750.0,,9998500.0
Cộng,Cộng,Cộng,29.345.803,140.493.993.308,844.175.673.633,859.212.165.596,25.785.512,125.453.941.054,29345803.0,140493993308.0,844175673633.0,859212165596.0,25785512.0,125453941054.0
