row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2020 VND,Năm 2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2020 VND,numeric__Năm 2019 VND
Doanh thu bán hàng & cung cấp dịch vụ,Doanh thu bán hàng & cung cấp dịch vụ,Doanh thu bán hàng & cung cấp dịch vụ,01,25,6.241.287.659.518,7.403.972.150.566,1.0,25.0,6241287659518.0,7403972150566.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,26,27.798.195.946,40.571.866.550,2.0,26.0,27798195946.0,40571866550.0
Doanh thu thuần về bán hàng & cc dịch vụ,Doanh thu thuần về bán hàng & cc dịch vụ,Doanh thu thuần về bán hàng & cc dịch vụ,10,,6.213.489.463.572,7.363.400.284.016,10.0,,6213489463572.0,7363400284016.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,27,4.193.662.505.059,4.948.602.981.445,11.0,27.0,4193662505059.0,4948602981445.0
Lợi nhuận gộp về bán hàng & cc dịch vụ,Lợi nhuận gộp về bán hàng & cc dịch vụ,Lợi nhuận gộp về bán hàng & cc dịch vụ,20,,2.019.826.958.513,2.414.797.302.571,20.0,,2019826958513.0,2414797302571.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,28,194.444.716.865,201.909.976.410,21.0,28.0,194444716865.0,201909976410.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,29,71.847.485.893,77.362.094.057,22.0,29.0,71847485893.0,77362094057.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,71.041.570.755,76.961.987.689,23.0,,71041570755.0,76961987689.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,30.a,627.174.280.551,749.508.041.635,25.0,,627174280551.0,749508041635.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,30.b,230.818.746.809,209.810.817.534,26.0,,230818746809.0,209810817534.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.284.431.162.125,1.580.026.325.755,30.0,,1284431162125.0,1580026325755.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,31,38.140.987.044,33.110.011.771,31.0,31.0,38140987044.0,33110011771.0
Chi phí khác,Chi phí khác,Chi phí khác,32,32,5.044.355.138,7.546.051.800,32.0,32.0,5044355138.0,7546051800.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,33.096.631.906,25.563.959.971,40.0,,33096631906.0,25563959971.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,1.317.527.794.031,1.605.590.285.726,50.0,,1317527794031.0,1605590285726.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,33,213.177.287.706,251.355.228.208,51.0,33.0,213177287706.0,251355228208.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,60,,1.104.350.506.325,1.354.235.057.518,60.0,,1104350506325.0,1354235057518.0
