row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2020 VND,01/01/2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__01/01/2020 VND
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,4.183.644.033.513,3.835.252.532.242,100.0,,4183644033513.0,3835252532242.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,419.589.966.019,211.157.417.797,110.0,,419589966019.0,211157417797.0
1. Tiền,1. Tiền,1. Tiền,111,5,419.589.966.019,211.157.417.797,111.0,5.0,419589966019.0,211157417797.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,-,112.0,,,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,2.639.000.000.000,2.660.000.000.000,120.0,,2639000000000.0,2660000000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,-,121.0,,,
2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,123,6.a,2.639.000.000.000,2.660.000.000.000,123.0,,2639000000000.0,2660000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,263.747.647.385,280.107.727.345,130.0,,263747647385.0,280107727345.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,79.872.224.071,61.814.649.925,131.0,7.0,79872224071.0,61814649925.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,165.599.368.239,194.798.095.521,132.0,8.0,165599368239.0,194798095521.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9.a,32.387.315.965,35.684.143.228,136.0,,32387315965.0,35684143228.0
