row_label_raw,row_label_full,col_0,Năm nayVND,Từ 01/4/2016đến 31/12/2016VND,numeric__Năm nayVND,numeric__Từ 01/4/2016đến 31/12/2016VND
Tiền lương của Hội đồng Quản trị và Ban Tổng Giám đốc,Tiền lương của Hội đồng Quản trị và Ban Tổng Giám đốc,Tiền lương của Hội đồng Quản trị và Ban Tổng Giám đốc,9.933.280.000,4.554.000.000,9933280000.0,4554000000.0
Tiền lương của Ban kiểm soát,Tiền lương của Ban kiểm soát,Tiền lương của Ban kiểm soát,1.395.466.784,621.082.992,1395466784.0,621082992.0
,,,11.328.746.784,5.175.082.992,11328746784.0,5175082992.0
