row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Độ la Mỹ (“USD”),- Độ la Mỹ (“USD”),- Độ la Mỹ (“USD”),"6.579.341,29","49.313.232,17",6579341.29,49313232.17
- Euro (“EUR”),- Euro (“EUR”),- Euro (“EUR”),"201,15","442,78",201.15,442.78
"- Độ la Úc (""AUD"")","- Độ la Úc (""AUD"")","- Độ la Úc (""AUD"")",-,"12.960,01",,12960.01
- Bảng Anh (“GBP”),- Bảng Anh (“GBP”),- Bảng Anh (“GBP”),-,"1.640,01",,1640.01
- Độ la Singapore (“SGD”),- Độ la Singapore (“SGD”),- Độ la Singapore (“SGD”),-,"16.601,00",,16601.0
"- Baht Thái Lan (""THB"")","- Baht Thái Lan (""THB"")","- Baht Thái Lan (""THB"")",-,"35.810,00",,35810.0
"- Độ la Canada (""CAD"")","- Độ la Canada (""CAD"")","- Độ la Canada (""CAD"")",-,"1.700,00",,1700.0
"- Franc Thụy Sĩ (""CHF"")","- Franc Thụy Sĩ (""CHF"")","- Franc Thụy Sĩ (""CHF"")",-,"1.850,00",,1850.0
"- Độ la Hồng Kông (""HKD"")","- Độ la Hồng Kông (""HKD"")","- Độ la Hồng Kông (""HKD"")",-,"26.660,00",,26660.0
"- Yên Nhật (""JPY"")","- Yên Nhật (""JPY"")","- Yên Nhật (""JPY"")",-,"899.000,00",,899000.0
"- Độ la New Zealand (""NZD"")","- Độ la New Zealand (""NZD"")","- Độ la New Zealand (""NZD"")",-,"110,00",,110.0
,,,Số cuối nămVND,Số đầu nămVND,,
Giá trị còn lại Tài sản nhận giữ hộ,Giá trị còn lại Tài sản nhận giữ hộ,Giá trị còn lại Tài sản nhận giữ hộ,Giá trị còn lại Tài sản nhận giữ hộ,Giá trị còn lại Tài sản nhận giữ hộ,,
- Tài sản thuộc khu bay thuộc sở hữu của Nhà nước mà Tổng Công ty đang sử dụng,Giá trị còn lại Tài sản nhận giữ hộ > - Tài sản thuộc khu bay thuộc sở hữu của Nhà nước mà Tổng Công ty đang sử dụng,- Tài sản thuộc khu bay thuộc sở hữu của Nhà nước mà Tổng Công ty đang sử dụng,3.146.749.763.546,2.509.461.746.333,3146749763546.0,2509461746333.0
"- Tài sản, vật tư bàn giao cho Công ty TNHH Mua bán nợ Việt Nam","Giá trị còn lại Tài sản nhận giữ hộ > - Tài sản, vật tư bàn giao cho Công ty TNHH Mua bán nợ Việt Nam","- Tài sản, vật tư bàn giao cho Công ty TNHH Mua bán nợ Việt Nam",-,348.121.363,,348121363.0
,,,3.146.749.763.546,2.509.809.867.696,3146749763546.0,2509809867696.0
Nợ khó đòi đã xử lý,Giá trị còn lại Tài sản nhận giữ hộ > Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,44.517.571.868,44.517.571.868,44517571868.0,44517571868.0
Hàng hóa nhận ký gôi,Giá trị còn lại Tài sản nhận giữ hộ > Hàng hóa nhận ký gôi,Hàng hóa nhận ký gôi,618.127.481,600.103.549,618127481.0,600103549.0
