row_label_raw,row_label_full,col_0,Năm nayVND,Từ 01/4/2016đến 31/12/2016VND,numeric__Năm nayVND,numeric__Từ 01/4/2016đến 31/12/2016VND
Chi phí khấu hao tài sản chờ thanh lý,Chi phí khấu hao tài sản chờ thanh lý,Chi phí khấu hao tài sản chờ thanh lý,337.469.274,2.138.455.612,337469274.0,2138455612.0
Chi phí khấu hao tài sản không phục vụ sản xuất kinh doanh,Chi phí khấu hao tài sản không phục vụ sản xuất kinh doanh,Chi phí khấu hao tài sản không phục vụ sản xuất kinh doanh,1.070.813.628,,1070813628.0,
"Chi phí thanh lý, nhượng bán tài sản cố định","Chi phí thanh lý, nhượng bán tài sản cố định","Chi phí thanh lý, nhượng bán tài sản cố định",-,566.233.187,,566233187.0
Chi phí phạt,Chi phí phạt,Chi phí phạt,406.629.810,219.472.232,406629810.0,219472232.0
Chi phí do đánh giá lại tài sản cố định đã hết khấu hao nhưng vẫn còn sử dụng,Chi phí do đánh giá lại tài sản cố định đã hết khấu hao nhưng vẫn còn sử dụng,Chi phí do đánh giá lại tài sản cố định đã hết khấu hao nhưng vẫn còn sử dụng,-,18.324.957.955,,18324957955.0
Tiền thuê đất tại đường Hồng Hà,Tiền thuê đất tại đường Hồng Hà,Tiền thuê đất tại đường Hồng Hà,-,24.376.919.332,,24376919332.0
"Vật tư, nhiên liệu bàn giao cho Công ty Cổ phần Phục vụ Mặt đất Sài Gòn","Vật tư, nhiên liệu bàn giao cho Công ty Cổ phần Phục vụ Mặt đất Sài Gòn","Vật tư, nhiên liệu bàn giao cho Công ty Cổ phần Phục vụ Mặt đất Sài Gòn",-,1.133.377.947,,1133377947.0
Chi phí khác,Chi phí khác,Chi phí khác,576.917.074,4.029.598.910,576917074.0,4029598910.0
,,,2.391.829.786,50.789.015.175,2391829786.0,50789015175.0
