row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(Trình bày lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(Trình bày lại)VND
II. Công trình thuộc khu bay,II. Công trình thuộc khu bay,II. Công trình thuộc khu bay,II. Công trình thuộc khu bay,II. Công trình thuộc khu bay,,
a. Xây dựng cơ bản,a. Xây dựng cơ bản,a. Xây dựng cơ bản,a. Xây dựng cơ bản,a. Xây dựng cơ bản,,
Hệ thống thiết bị hạ cánh chính xác ILS - Cảng Hàng không Chu Lai,a. Xây dựng cơ bản > Hệ thống thiết bị hạ cánh chính xác ILS - Cảng Hàng không Chu Lai,Hệ thống thiết bị hạ cánh chính xác ILS - Cảng Hàng không Chu Lai,26.487.812.844,-,26487812844.0,
Xây dựng khép kín hàng rào an ninh khu bay - Cảng Hàng không Quốc tế Cần Thơ,a. Xây dựng cơ bản > Xây dựng khép kín hàng rào an ninh khu bay - Cảng Hàng không Quốc tế Cần Thơ,Xây dựng khép kín hàng rào an ninh khu bay - Cảng Hàng không Quốc tế Cần Thơ,5.458.632.338,5.458.632.338,5458632338.0,5458632338.0
Cải tạo đường hạ cắt cánh 1A - Cảng Hàng không Quốc tế Nội Bài,a. Xây dựng cơ bản > Cải tạo đường hạ cắt cánh 1A - Cảng Hàng không Quốc tế Nội Bài,Cải tạo đường hạ cắt cánh 1A - Cảng Hàng không Quốc tế Nội Bài,6.724.526.003,8.964.555.957,6724526003.0,8964555957.0
Hệ thống hàng rào và đường công vụ Cảng Hàng không Quốc tế Phú Quốc,a. Xây dựng cơ bản > Hệ thống hàng rào và đường công vụ Cảng Hàng không Quốc tế Phú Quốc,Hệ thống hàng rào và đường công vụ Cảng Hàng không Quốc tế Phú Quốc,4.252.432.713,24.231.624.987,4252432713.0,24231624987.0
Cải tạo đường lăn E6 Cảng Hàng không Quốc tế Đà Nẵng nút E1 đến E4,a. Xây dựng cơ bản > Cải tạo đường lăn E6 Cảng Hàng không Quốc tế Đà Nẵng nút E1 đến E4,Cải tạo đường lăn E6 Cảng Hàng không Quốc tế Đà Nẵng nút E1 đến E4,1.495.504.698,1.495.504.698,1495504698.0,1495504698.0
Gia cố mái ta luy đầu 10 đường hạ cắt cánh - Cảng Hàng không Phú Quốc,a. Xây dựng cơ bản > Gia cố mái ta luy đầu 10 đường hạ cắt cánh - Cảng Hàng không Phú Quốc,Gia cố mái ta luy đầu 10 đường hạ cắt cánh - Cảng Hàng không Phú Quốc,-,16.196.448.244,,16196448244.0
Xây dựng hệ thống đường lăn - Cảng Hàng không Quốc tế Phú Quốc,a. Xây dựng cơ bản > Xây dựng hệ thống đường lăn - Cảng Hàng không Quốc tế Phú Quốc,Xây dựng hệ thống đường lăn - Cảng Hàng không Quốc tế Phú Quốc,-,251.415.397.354,,251415397354.0
"Kéo dài và nâng cấp đường hạ cắt cánh, đường lăn - Cảng Hàng không Pleiku","a. Xây dựng cơ bản > Kéo dài và nâng cấp đường hạ cắt cánh, đường lăn - Cảng Hàng không Pleiku","Kéo dài và nâng cấp đường hạ cắt cánh, đường lăn - Cảng Hàng không Pleiku",-,11.048.833.611,,11048833611.0
Kéo dài đường hạ cắt cánh - Cảng Hàng không Quốc tế Cần Thơ,a. Xây dựng cơ bản > Kéo dài đường hạ cắt cánh - Cảng Hàng không Quốc tế Cần Thơ,Kéo dài đường hạ cắt cánh - Cảng Hàng không Quốc tế Cần Thơ,1.817.783.702,-,1817783702.0,
Xây dựng hàng rào an ninh - Cảng Hàng không Chu Lai,a. Xây dựng cơ bản > Xây dựng hàng rào an ninh - Cảng Hàng không Chu Lai,Xây dựng hàng rào an ninh - Cảng Hàng không Chu Lai,1.030.015.894,-,1030015894.0,
Công trình khác,a. Xây dựng cơ bản > Công trình khác,Công trình khác,2.846.794.499,2.538.208.605,2846794499.0,2538208605.0
,,,50.113.502.691,321.349.205.794,50113502691.0,321349205794.0
b. Sửa chữa lớn tài sản cố định,b. Sửa chữa lớn tài sản cố định,b. Sửa chữa lớn tài sản cố định,b. Sửa chữa lớn tài sản cố định,b. Sửa chữa lớn tài sản cố định,,
"Dự án sửa chữa đường lăn E1, E3, E4 - Cảng Hàng không Phù Cát","b. Sửa chữa lớn tài sản cố định > Dự án sửa chữa đường lăn E1, E3, E4 - Cảng Hàng không Phù Cát","Dự án sửa chữa đường lăn E1, E3, E4 - Cảng Hàng không Phù Cát",9.421.243.636,-,9421243636.0,
Sửa chữa mương thoát nước phía Bắc khu bay - Cảng Hàng không Quốc tế Nội Bài,b. Sửa chữa lớn tài sản cố định > Sửa chữa mương thoát nước phía Bắc khu bay - Cảng Hàng không Quốc tế Nội Bài,Sửa chữa mương thoát nước phía Bắc khu bay - Cảng Hàng không Quốc tế Nội Bài,-,5.038.379.182,,5038379182.0
Duy tu sửa chữa đường hạ cắt cánh - Cảng Hàng không Quốc tế Cần Thơ - giai đoạn 3,b. Sửa chữa lớn tài sản cố định > Duy tu sửa chữa đường hạ cắt cánh - Cảng Hàng không Quốc tế Cần Thơ - giai đoạn 3,Duy tu sửa chữa đường hạ cắt cánh - Cảng Hàng không Quốc tế Cần Thơ - giai đoạn 3,7.237.633.303,-,7237633303.0,
Sửa chữa đường hạ cắt cánh 25R - Cảng Hàng không Quốc tế Tân Sơn Nhất,b. Sửa chữa lớn tài sản cố định > Sửa chữa đường hạ cắt cánh 25R - Cảng Hàng không Quốc tế Tân Sơn Nhất,Sửa chữa đường hạ cắt cánh 25R - Cảng Hàng không Quốc tế Tân Sơn Nhất,2.341.414.892,3.186.239.070,2341414892.0,3186239070.0
Công trình khác,b. Sửa chữa lớn tài sản cố định > Công trình khác,Công trình khác,1.554.745.454,-,1554745454.0,
,,,20.555.037.285,8.224.618.252,20555037285.0,8224618252.0
,,,70.668.539.976,329.573.824.046,70668539976.0,329573824046.0
