row_label_raw,row_label_full,Tên công ty liên kết,Nơi thành lập,Tỷ lệ phần sở hữu (%),Tỷ lệ quyền biểu quyết nắm giữ (%),Hoạt động chính,numeric__Nơi thành lập,numeric__Tỷ lệ phần sở hữu (%),numeric__Tỷ lệ quyền biểu quyết nắm giữ (%),numeric__Hoạt động chính
Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,TP. Hồ Chí Minh,"49,07","49,07",Kinh doanh thương mại dịch vụ tại sân Bay,,49.07,49.07,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,TP. Hồ Chí Minh,"48,01","48,01",Dịch vụ thương mại mặt đất tại sân bay,,48.01,48.01,
Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCảng Hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCảng Hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCảng Hàng không Miền Nam,TP. Hồ Chí Minh,51,50,Bảo dưỡng và sửa chữa máy bay,,51.0,50.0,
Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,TP. Hồ Chí Minh,"29,53","29,53","Sản xuất nước uống tinh khiết đóng chai, nước khoáng đóng chai; kinh doanh vận tải hàng hóa, vận chuyển hành khách bằng ô tô",,29.53,29.53,
Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,TP. Hồ Chí Minh,30,30,Vận tải hành khách đường bộ,,30.0,30.0,
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,TP. Hà Nội,20,20,Dịch vụ mặt đất tại sân bay Nội Bài,,20.0,20.0,
Công ty Cổ phần Dịch vụ Hàng hóa Hàng Không,Công ty Cổ phần Dịch vụ Hàng hóa Hàng Không,Công ty Cổ phần Dịch vụ Hàng hóa Hàng Không,TP. Hà Nội,20,20,Dịch vụ khai thác kho hàng hóa,,20.0,20.0,
