row_label_raw,row_label_full,Tên công ty,Vốn điều lệ đăng ký,Tỷ lệ sở hữu,Vốn điều lệ đã góp,Giá trị khoản đầu tư > Số cuối năm,Giá trị khoản đầu tư > Số đầu năm (Trình bày lại),numeric__Vốn điều lệ đăng ký,numeric__Tỷ lệ sở hữu,numeric__Vốn điều lệ đã góp,numeric__Giá trị khoản đầu tư > Số cuối năm,numeric__Giá trị khoản đầu tư > Số đầu năm (Trình bày lại)
,,,VND,%,VND,VND,VND,,,,,
Công ty Cổ Phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất (i) (ii),Công ty Cổ Phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất (i) (ii),Công ty Cổ Phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất (i) (ii),1.334.813.100.000,"49,07",655.042.000.000,1.687.081.648.245,-,1334813100000.0,49.07,655042000000.0,1687081648245.0,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn (ii) (iii),Công ty Cổ phần Phục vụ Mặt đất Sài Gòn (ii) (iii),Công ty Cổ phần Phục vụ Mặt đất Sài Gòn (ii) (iii),239.959.520.000,"48,01",115.204.565.552,637.706.579.780,586.379.112.553,239959520000.0,48.01,115204565552.0,637706579780.0,586379112553.0
Công ty Cổ Phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ Phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ Phần Dịch vụ Hàng hóa Hàng không Việt Nam,250.000.000.000,"20,00",50.000.000.000,82.245.230.023,70.587.474.656,250000000000.0,20.0,50000000000.0,82245230023.0,70587474656.0
Công ty Cổ phần Phục vụ mặt đất Hà Nội,Công ty Cổ phần Phục vụ mặt đất Hà Nội,Công ty Cổ phần Phục vụ mặt đất Hà Nội,150.000.000.000,"20,00",30.000.000.000,46.528.828.141,44.778.063.284,150000000000.0,20.0,30000000000.0,46528828141.0,44778063284.0
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam (iv),Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam (iv),Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam (iv),30.000.000.000,"51,00",15.300.000.000,35.373.669.695,33.069.363.793,30000000000.0,51.0,15300000000.0,35373669695.0,33069363793.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,43.500.000.000,"30,00",13.050.000.000,15.063.709.846,14.553.375.767,43500000000.0,30.0,13050000000.0,15063709846.0,14553375767.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,16.694.600.000,"29,53",4.930.000.000,7.561.866.857,7.340.037.588,16694600000.0,29.53,4930000000.0,7561866857.0,7340037588.0
