row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
"b, Đầu tư góp vốn vào đơn vị khác","b, Đầu tư góp vốn vào đơn vị khác","b, Đầu tư góp vốn vào đơn vị khác","b, Đầu tư góp vốn vào đơn vị khác","b, Đầu tư góp vốn vào đơn vị khác","b, Đầu tư góp vốn vào đơn vị khác","b, Đầu tư góp vốn vào đơn vị khác",,,,
"b1, Đầu tư vào công ty con","b, Đầu tư góp vốn vào đơn vị khác > b1, Đầu tư vào công ty con","b1, Đầu tư vào công ty con",373.649.630.474,7.768.022.091,323.833.507.159,5.031.657.742,373649630474.0,7768022091.0,323833507159.0,5031657742.0
Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai,"b, Đầu tư góp vốn vào đơn vị khác > Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai",Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai,110.376.505.790,-,110.376.505.790,-,110376505790.0,,110376505790.0,
Công ty TNHH một thành viên Lâm nghiệp Lộc Bình,"b, Đầu tư góp vốn vào đơn vị khác > Công ty TNHH một thành viên Lâm nghiệp Lộc Bình",Công ty TNHH một thành viên Lâm nghiệp Lộc Bình,57.576.130.025,2.961.297.902,35.563.130.025,1.276.886.852,57576130025.0,2961297902.0,35563130025.0,1276886852.0
Công ty TNHH một thành viên Lâm nghiệp Đình Lập,"b, Đầu tư góp vốn vào đơn vị khác > Công ty TNHH một thành viên Lâm nghiệp Đình Lập",Công ty TNHH một thành viên Lâm nghiệp Đình Lập,49.100.638.143,3.845.568.903,33.636.638.143,3.172.712.532,49100638143.0,3845568903.0,33636638143.0,3172712532.0
Công ty TNHH MTV Lâm nghiệp Ba Tơ,"b, Đầu tư góp vốn vào đơn vị khác > Công ty TNHH MTV Lâm nghiệp Ba Tơ",Công ty TNHH MTV Lâm nghiệp Ba Tơ,42.000.000.000,-,36.539.237.827,-,42000000000.0,,36539237827.0,
Công ty TNHH MTV Lâm nghiệp Đông Bắc,"b, Đầu tư góp vốn vào đơn vị khác > Công ty TNHH MTV Lâm nghiệp Đông Bắc",Công ty TNHH MTV Lâm nghiệp Đông Bắc,40.163.302.000,-,33.524.814.574,-,40163302000.0,,33524814574.0,
Công ty Cố phần Cẩm Hà,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Cẩm Hà",Công ty Cố phần Cẩm Hà,17.433.225.852,-,17.433.225.852,-,17433225852.0,,17433225852.0,
Công ty Cố phần Sản xuất và xuất nhập khẩu Lâm sản Sài Gòn,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Sản xuất và xuất nhập khẩu Lâm sản Sài Gòn",Công ty Cố phần Sản xuất và xuất nhập khẩu Lâm sản Sài Gòn,15.028.682.215,-,15.028.682.215,-,15028682215.0,,15028682215.0,
Công ty Cố phần Vinafor Đà Nẵng,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Vinafor Đà Nẵng",Công ty Cố phần Vinafor Đà Nẵng,13.741.488.142,-,13.741.488.142,-,13741488142.0,,13741488142.0,
Công ty Cố phần Giống Lâm nghiệp vùng Nam Bộ,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Giống Lâm nghiệp vùng Nam Bộ",Công ty Cố phần Giống Lâm nghiệp vùng Nam Bộ,6.462.259.450,-,6.462.259.450,-,6462259450.0,,6462259450.0,
Công ty Cố phần Long Bình,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Long Bình",Công ty Cố phần Long Bình,6.096.584.122,-,6.096.584.122,-,6096584122.0,,6096584122.0,
Công ty Cố phần Giống Lâm nghiệp vùng Tây Nguyên,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Giống Lâm nghiệp vùng Tây Nguyên",Công ty Cố phần Giống Lâm nghiệp vùng Tây Nguyên,5.125.155.489,-,5.125.155.489,-,5125155489.0,,5125155489.0,
Công ty Cố phần Giống Lâm nghiệp vùng Bắc Trung Bộ,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Giống Lâm nghiệp vùng Bắc Trung Bộ",Công ty Cố phần Giống Lâm nghiệp vùng Bắc Trung Bộ,2.832.748.199,-,2.832.748.199,-,2832748199.0,,2832748199.0,
Công ty Cố phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh",Công ty Cố phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,2.094.477.881,492.547.696,2.094.477.881,307.921.475,2094477881.0,492547696.0,2094477881.0,307921475.0
Công ty Cố phần Giống Lâm nghiệp vùng Bắc Bộ,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Giống Lâm nghiệp vùng Bắc Bộ",Công ty Cố phần Giống Lâm nghiệp vùng Bắc Bộ,1.742.656.825,-,1.742.656.825,-,1742656825.0,,1742656825.0,
Công ty Cố phần Vinafor Vinh,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Vinafor Vinh",Công ty Cố phần Vinafor Vinh,1.626.640.618,345.143.300,1.626.640.618,274.136.883,1626640618.0,345143300.0,1626640618.0,274136883.0
Công ty Cố phần Giống Lâm nghiệp vùng Nam Trung Bộ,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Giống Lâm nghiệp vùng Nam Trung Bộ",Công ty Cố phần Giống Lâm nghiệp vùng Nam Trung Bộ,1.491.724.378,-,1.491.724.378,-,1491724378.0,,1491724378.0,
Công ty Cố Phần Giống Lâm nghiệp vùng Đông Bắc,"b, Đầu tư góp vốn vào đơn vị khác > Công ty Cố Phần Giống Lâm nghiệp vùng Đông Bắc",Công ty Cố Phần Giống Lâm nghiệp vùng Đông Bắc,517.537.629,123.464.290,517.537.629,-,517537629.0,123464290.0,517537629.0,
Công ty TNHH MTV Ván dán Vinafor Bắc Giang,"b, Đầu tư góp vốn vào đơn vị khác > Công ty TNHH MTV Ván dán Vinafor Bắc Giang",Công ty TNHH MTV Ván dán Vinafor Bắc Giang,239.873.716,-,-,,239873716.0,,,
Công ty Cố phần Vinafor Tây Nguyên,Công ty Cố phần Vinafor Tây Nguyên,Công ty Cố phần Vinafor Tây Nguyên,-,-,-,-,,,,
