row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Công cụ dụng cụ chờ phân bổ,a. Ngắn hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,719.354.566,180.744.642,719354566.0,180744642.0
Chi phí bảo hiểm,a. Ngắn hạn > Chi phí bảo hiểm,Chi phí bảo hiểm,60.316.714,490.969,60316714.0,490969.0
Các khoản khác,a. Ngắn hạn > Các khoản khác,Các khoản khác,67.501.767,2.437.545.488,67501767.0,2437545488.0
,,,847.173.047,2.618.781.099,847173047.0,2618781099.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Công cụ dụng cụ chờ phân bổ,b. Dài hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,1.457.541.908,4.109.456.984,1457541908.0,4109456984.0
Giá trị tiềm năng phát triển và giá trị thương hiệu (*),b. Dài hạn > Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Giá trị tiềm năng phát triển và giá trị thương hiệu (*),12.233.228.917,16.712.088.361,12233228917.0,16712088361.0
Chi phí sửa chữa tài sản cố định,b. Dài hạn > Chi phí sửa chữa tài sản cố định,Chi phí sửa chữa tài sản cố định,2.741.823.515,5.245.790.198,2741823515.0,5245790198.0
Chi phí trả trước dài hạn khác,b. Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,259.549.987,151.479.565,259549987.0,151479565.0
,,,16.692.144.327,26.218.815.108,16692144327.0,26218815108.0
