row_label_raw,row_label_full,"Vay ngắn hạnNợ dài hạn đến hạn trả (xem Thuyết minh số 24) > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","Số đầu năm > Giá trị > 15.153.610.798 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","Số đầu năm > VND Số có khả năng trả nợ > 15.153.610.798 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","Trong năm > Tăng > 823.343.898 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","Trong năm > VND Giảm > 15.153.610.800 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","Số cuối năm > Giá trị > 823.343.896 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","Số cuối năm > VND Số có khả năng trả nợ > 823.343.896 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","numeric__Số đầu năm > Giá trị > 15.153.610.798 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","numeric__Số đầu năm > VND Số có khả năng trả nợ > 15.153.610.798 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","numeric__Trong năm > Tăng > 823.343.898 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","numeric__Trong năm > VND Giảm > 15.153.610.800 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","numeric__Số cuối năm > Giá trị > 823.343.896 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả.","numeric__Số cuối năm > VND Số có khả năng trả nợ > 823.343.896 > Tại ngày 31 tháng 12 năm 2018, số dư vay ngắn hạn chỉ bao gồm các khoản nợ dài hạn đến hạn trả."
24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN,,,,,,
,,,Số đầu năm,Số đầu năm,Trong năm,Trong năm,Số cuối năm,Số cuối năm,,,,,,
,,,Giá trị,VND Số có khả năng trả nợ,Tăng,VND Giảm,Giá trị,VND Số có khả năng trả nợ,,,,,,
Vay dài hạnNợ thuê tài chính dài hạn,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN > Vay dài hạnNợ thuê tài chính dài hạn,Vay dài hạnNợ thuê tài chính dài hạn,15.976.954.696,15.976.954.696,-,15.153.610.800,823.343.896,823.343.896,15976954696.0,15976954696.0,,15153610800.0,823343896.0,823343896.0
Vay dài hạnNợ thuê tài chính dài hạn,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN > Vay dài hạnNợ thuê tài chính dài hạn,Vay dài hạnNợ thuê tài chính dài hạn,15.976.954.696,15.976.954.696,-,15.153.610.800,823.343.896,823.343.896,15976954696.0,15976954696.0,,15153610800.0,823343896.0,823343896.0
Trong đó:Số phải trả trong vòng 12 tháng,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN > Trong đó:Số phải trả trong vòng 12 tháng,Trong đó:Số phải trả trong vòng 12 tháng,15.153.610.798,,,,823.343.896,,15153610798.0,,,,823343896.0,
Số phải trả sau 12 tháng,24. VAY VÀ NỘ THUÊ TÀI CHÍNH DÀI HẠN > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,823.343.898,,,,-,,823343898.0,,,,,
