row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,21.413.609.800,-,7.852.011.058,-,21413609800.0,,7852011058.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",26.866.370.961,(141.276.389),28.377.601.724,(13.229.365),26866370961.0,-141276389.0,28377601724.0,-13229365.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",296.234.748,-,288.213.722,-,296234748.0,,288213722.0,
"Chi phí sản xuất, kinh doanh dở dang (*)","Chi phí sản xuất, kinh doanh dở dang (*)","Chi phí sản xuất, kinh doanh dở dang (*)",185.794.954.545,(9.083.980.796),159.264.502.804,(7.879.058.557),185794954545.0,-9083980796.0,159264502804.0,-7879058557.0
Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),147.363.482.467,-,-,-,147363482467.0,,,
"Dự án Vạn Phúc, Hà Đông","Dự án Vạn Phúc, Hà Đông","Dự án Vạn Phúc, Hà Đông",-,-,54.109.090.909,-,,,54109090909.0,
Thành phẩm,Thành phẩm,Thành phẩm,22.248.495.539,(581.688.495),16.131.361.833,(230.691.200),22248495539.0,-581688495.0,16131361833.0,-230691200.0
Hàng hoá,Hàng hoá,Hàng hoá,79.881.129.084,-,58.891.970.832,-,79881129084.0,,58891970832.0,
,,,483.864.277.144,(9.806.945.680),324.914.752.882,(8.122.979.122),483864277144.0,-9806945680.0,324914752882.0,-8122979122.0
