row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",2.778,4.170,2778.0,4170.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,6.230.506,6.699.495,6230506.0,6699495.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,5.615.916,6.068.496,5615916.0,6068496.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,341.240,367.073,341240.0,367073.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,148.772,116.172,148772.0,116172.0
Chi khác,Trong đó: > Chi khác,Chi khác,124.578,147.754,124578.0,147754.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,1.467.665,1.549.971,1467665.0,1549971.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,379.228,380.432,379228.0,380432.0
Chi thuê tài sản khác,Trong đó: > Chi thuê tài sản khác,Chi thuê tài sản khác,748.722,738.018,748722.0,738018.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.054.780,1.306.159,1054780.0,1306159.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi công tác phí,Trong đó: > Chi công tác phí,Chi công tác phí,13.655,28.058,13655.0,28058.0
Chi phí dự phòng rủi ro khác,Trong đó: > Chi phí dự phòng rủi ro khác,Chi phí dự phòng rủi ro khác,12.605,(62.829),12605.0,-62829.0
Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh 15),Trong đó: > Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh 15),Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh 15),-,(74.156),,-74156.0
Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),Trong đó: > Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),12.605,11.327,12605.0,11327.0
Chi phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi phí bảo hiểm tiền gửi của khách hàng,Chi phí bảo hiểm tiền gửi của khách hàng,176.046,205.015,176046.0,205015.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,1.774.557,1.690.040,1774557.0,1690040.0
,,,10.718.937,11.392.021,10718937.0,11392021.0
