row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,5.434.129,1.548.010,5434129.0,1548010.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,3.738.981,892.215,3738981.0,892215.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,27.092.880,3.350.000,27092880.0,3350000.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,4.063.740,8.038.800,4063740.0,8038800.0
,,,40.329.730,13.829.025,40329730.0,13829025.0
Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,,,,
Cho vay bằng VND,Cho vay các tổ chức tín dụng (“TCTD”) khác > Cho vay bằng VND,Cho vay bằng VND,16.858.044,5.725.783,16858044.0,5725783.0
"- Trong đó: Chiết khấu, tái chiết khấu","Cho vay các tổ chức tín dụng (“TCTD”) khác > - Trong đó: Chiết khấu, tái chiết khấu","- Trong đó: Chiết khấu, tái chiết khấu",6.891.839,-,6891839.0,
Dự phòng cho vay các TCTD khác,Cho vay các tổ chức tín dụng (“TCTD”) khác > Dự phòng cho vay các TCTD khác,Dự phòng cho vay các TCTD khác,(83.146),-,-83146.0,
,,,16.774.898,5.725.783,16774898.0,5725783.0
,,,57.104.628,19.554.808,57104628.0,19554808.0
