row_label_raw,row_label_full,col_0,31/12/2021%/năm,31/12/2020%/năm,numeric__31/12/2021%/năm,numeric__31/12/2020%/năm
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"3,15% - 15,40%","3,20% - 16,30%",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"2,60% - 6,50%","3,00% - 6,50%",,
Cho vay tiêu dùng bằng VND,Cho vay bằng ngoại tệ > Cho vay tiêu dùng bằng VND,Cho vay tiêu dùng bằng VND,"34,52%","41,46%",0.3452,0.4146
