row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Doanh thu từ kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,1.248.163,1.333.948,1248163.0,1333948.0
Thu nhập kinh doanh vàng,Doanh thu từ kinh doanh ngoại hối > Thu nhập kinh doanh vàng,Thu nhập kinh doanh vàng,16.766,89.245,16766.0,89245.0
Các công cụ phải sinh tiền tệ,Doanh thu từ kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,4.960.419,1.086.981,4960419.0,1086981.0
,,,6.225.348,2.510.174,6225348.0,2510174.0
Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Chi phí từ kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,(442.625),(710.323),-442625.0,-710323.0
Chi phí kinh doanh vàng,Chi phí từ kinh doanh ngoại hối > Chi phí kinh doanh vàng,Chi phí kinh doanh vàng,(32.166),(110.336),-32166.0,-110336.0
Các công cụ phải sinh tiền tệ,Chi phí từ kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,(5.826.951),(1.996.722),-5826951.0,-1996722.0
,,,(6.301.742),(2.817.381),-6301742.0,-2817381.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối > Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,(76.394),(307.207),-76394.0,-307207.0
