row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,5,2.345.733,3.282.556,,5.0,2345733.0,3282556.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),6,10.860.730,5.779.610,,6.0,10860730.0,5779610.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,7,57.104.628,19.554.808,,7.0,57104628.0,19554808.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,40.329.730,13.829.025,,,40329730.0,13829025.0
2,A > 2,2,Cho vay các TCTD khác,,16.858.044,5.725.783,,,16858044.0,5725783.0
3,A > 3,3,Dự phòng cho vay các tổ chức tín dụng khác,,(83.146),-,,,-83146.0,
IV,A > IV,IV,Chứng khoán kinh doanh,8,6.970.941,493.214,,8.0,6970941.0,493214.0
1,A > 1,1,Chứng khoán kinh doanh,,7.005.061,493.214,,,7005061.0,493214.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(34.120),-,,,-34120.0,
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,103.299,-,,9.0,103299.0,
VI,A > VI,VI,Cho vay khách hàng,,345.390.282,286.319.402,,,345390282.0,286319402.0
1,A > 1,1,Cho vay khách hàng,10,355.281.219,290.816.086,,10.0,355281219.0,290816086.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,11,(9.890.937),(4.496.684),,11.0,-9890937.0,-4496684.0
VII,A > VII,VII,Hoạt động mua nợ,12,958.690,258.280,,12.0,958690.0,258280.0
1,A > 1,1,Mua nợ,,965.935,260.232,,,965935.0,260232.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(7.245),(1.952),,,-7245.0,-1952.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,75.798.431,76.485.435,,,75798431.0,76485435.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,13,75.313.521,75.959.904,,13.0,75313521.0,75959904.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,13,722.934,854.344,,13.0,722934.0,854344.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,14,(238.024),(328.813),,14.0,-238024.0,-328813.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",15,249.710,238.581,,15.0,249710.0,238581.0
4,A > 4,4,Đầu tư dài hạn khác,,249.731,238.602,,,249731.0,238602.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(21),(21),,,-21.0,-21.0
X,A > X,X,Tài sản cố định,,1.872.973,1.862.830,,,1872973.0,1862830.0
1,A > 1,1,Tài sản cố định hữu hình,16,1.216.957,1.212.163,,16.0,1216957.0,1212163.0
a,A > a,a,Nguyên giá,,2.559.025,2.398.141,,,2559025.0,2398141.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.342.068),(1.185.978),,,-1342068.0,-1185978.0
3,A > 3,3,Tài sản cố định vô hình,17,656.016,650.667,,17.0,656016.0,650667.0
a,A > a,a,Nguyên giá,,1.552.403,1.351.718,,,1552403.0,1351718.0
b,A > b,b,Giá trị hao mòn lũy kế,,(896.387),(701.051),,,-896387.0,-701051.0
XII,A > XII,XII,Tài sản Có khác,18,45.754.022,24.751.811,,18.0,45754022.0,24751811.0
1,A > 1,1,Các khoản phải thu,,39.015.325,17.409.351,,,39015325.0,17409351.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,4.897.204,5.036.836,,,4897204.0,5036836.0
4,A > 4,4,Tài sản Có khác,,1.893.820,2.345.902,,,1893820.0,2345902.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(52.327),(40.278),,,-52327.0,-40278.0
,,,TỔNG TÀI SẢN,,547.409.439,419.026.527,,,547409439.0,419026527.0
