row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,"Tổng tiền gửi, tiền vay",Các cam kết tín dụng,Công cụ tài chính phải sinh,Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,"numeric__Tổng tiền gửi, tiền vay",numeric__Các cam kết tín dụng,numeric__Công cụ tài chính phải sinh,numeric__Kinh doanh và đầu tư chứng khoán
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,373.105.198,402.042.482,66.631.796,61.350,83.041.516,373105198.0,402042482.0,66631796.0,61350.0,83041516.0
Nước ngoài,Nước ngoài,Nước ngoài,-,44.267.590,-,41.949,-,,44267590.0,,41949.0,
,,,373.105.198,446.310.072,66.631.796,103.299,83.041.516,373105198.0,446310072.0,66631796.0,103299.0,83041516.0
