row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,,
Bằng VND,Tiền gửi không kỳ hạn của các TCTD khác > Bằng VND,Bằng VND,3.781.884,7.674,3781884.0,7674.0
Bằng ngoại tệ,Tiền gửi không kỳ hạn của các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,18,20,18.0,20.0
Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,,
Bằng VND,Tiền gửi có kỳ hạn của các TCTD khác > Bằng VND,Bằng VND,39.215.499,8.324.250,39215499.0,8324250.0
Bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,4.109.400,1.039.500,4109400.0,1039500.0
,,,47.106.801,9.371.444,47106801.0,9371444.0
"Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác",,
"Vay các TCTD, TCTC khác bằng VND","Vay các TCTD, TCTC khác > Vay các TCTD, TCTC khác bằng VND","Vay các TCTD, TCTC khác bằng VND",7.854.569,9.259.665,7854569.0,9259665.0
"Vay các TCTD, TCTC khác bằng ngoại tệ (*)","Vay các TCTD, TCTC khác > Vay các TCTD, TCTC khác bằng ngoại tệ (*)","Vay các TCTD, TCTC khác bằng ngoại tệ (*)",23.784.083,23.782.622,23784083.0,23782622.0
Phải trả trong nghiệp vụ thư tín dụng trả chậm có thể thanh toán ngay,"Vay các TCTD, TCTC khác > Phải trả trong nghiệp vụ thư tín dụng trả chậm có thể thanh toán ngay",Phải trả trong nghiệp vụ thư tín dụng trả chậm có thể thanh toán ngay,35.873.653,14.097.551,35873653.0,14097551.0
,,,67.512.305,47.139.838,67512305.0,47139838.0
,,,114.619.106,56.511.282,114619106.0,56511282.0
