row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,31/12/2020,31/12/2020_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2020,numeric__31/12/2020_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,1.719.830,"0,71",2.915.349,"1,25",1719830.0,0.71,2915349.0,1.25
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,1.740.736,"0,72",1.641.028,"0,70",1740736.0,0.72,1641028.0,0.7
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,101.457,"0,04",119.481,"0,05",101457.0,0.04,119481.0,0.05
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,30.411.250,"12,58",26.591.293,"11,39",30411250.0,12.58,26591293.0,11.39
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,4.644.930,"1,92",4.292.174,"1,84",4644930.0,1.92,4292174.0,1.84
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,84.611.437,"34,99",71.222.321,"30,51",84611437.0,34.99,71222321.0,30.51
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,4.558,"0,00",7.499,"0,00",4558.0,0.0,7499.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,38.041,"0,02",33.154,"0,01",38041.0,0.02,33154.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,446.133,"0,18",1.261.113,"0,54",446133.0,0.18,1261113.0,0.54
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,137.984,"0,06",514.857,"0,22",137984.0,0.06,514857.0,0.22
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",114.643.104,"47,41",121.299.803,"51,96",114643104.0,47.41,121299803.0,51.96
"Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",2.982.130,"1,23",3.364.262,"1,44",2982130.0,1.23,3364262.0,1.44
Khách hàng khác,Khách hàng khác,Khách hàng khác,355.438,"0,14",165.619,"0,09",355438.0,0.14,165619.0,0.09
,,,241.837.028,100,233.427.953,100,241837028.0,100.0,233427953.0,100.0
